ID	Analysis_All	Analysis_Unrelated	Analysis_ADMIXTURE	Analysis_Demography	Latitude	Longitude	IDNum	Migration	Gens	Species	Species_Latin	Shape	SpeciesShort	Sex	Plumage	MeanCoverage	MedianCoverage	Coverage_mtDNA	Coverage_Ratio_mtDNAAutosomes	Raw_Reads_M	Mapped_Reads_M	Percent_Reads_Mapped	Raw_Bases_Gb	Mapped_Bases_Gb	Bases_Mapped_Percent	Age	Source	Sampling_Year	Sampling_Month	Country	Hap	HapCol	Cluster
061_CC_GRW_BGR_F	1	1	1	0	43.788364	23.45133	061	NA	A. arundinaceus	Common cuckoo	C. c. canorus	21	CC	F	Missing	19.61	18	2168.45	113.8891807	215.126208	213.575118	0.99278986	32.2689312	31.99463623	0.991499719	Young	Tissue	2009	6	BGR	W7	#FDBF6F	CC_4
062_CC_GRW_BGR_F	1	1	1	0	43.788364	23.45133	062	NA	A. arundinaceus	Common cuckoo	C. c. canorus	21	CC	F	Missing	16.62	15	619.23	38.43761639	171.837944	170.322616	0.991181645	25.7756916	25.50597104	0.989535856	Young	Tissue	2006	6	BGR	W7	#FDBF6F	CC_4
063_CC_GRW_BGR_F	1	1	1	0	43.788364	23.45133	063	NA	A. arundinaceus	Common cuckoo	C. c. canorus	21	CC	F	Missing	14.03	13	309.64	23.03869048	146.681388	145.470422	0.991744242	22.0022082	21.78053116	0.989924782	Young	Tissue	2006	5	BGR	W7	#FDBF6F	CC_4
064_CC_GRW_BGR_M	1	1	1	0	43.788364	23.45133	064	NA	A. arundinaceus	Common cuckoo	C. c. canorus	21	CC	M	Missing	15.53	14	1118.88	73.41732283	166.390438	164.905756	0.991077119	24.9585657	24.69035451	0.989253742	Young	Tissue	2006	6	BGR	W7	#FDBF6F	CC_4
065_CC_GRW_BGR_M	1	1	1	0	43.788364	23.45133	065	NA	NA	Common cuckoo	C. c. canorus	21	CC	M	Missing	14.32	13	968.33	70.88799414	149.501136	148.498342	0.993292399	22.4251704	22.24648169	0.992031779	Young	Tissue	2006	6	BGR	W4	#33A02C	CC_4
066_CC_GRW_BGR_F	1	1	1	0	43.788364	23.45133	066	NA	A. arundinaceus	Common cuckoo	C. c. canorus	21	CC	F	Missing	14.37	12	449.81	34.33664122	163.44966	161.907924	0.990567518	24.517449	24.13599976	0.984441724	Young	Tissue	2006	5	BGR	W7	#FDBF6F	CC_4
067_CC_GRW_BGR_M	1	1	1	0	43.788364	23.45133	067	NA	NA	Common cuckoo	C. c. canorus	21	CC	M	Missing	13.61	12	157.9	11.95306586	142.39418	141.363066	0.992758735	21.359127	21.17036858	0.991162634	Young	Blood	2006	5	BGR	W5	#FB9A99	CC_4
069_CC_GRW_BGR_F	1	1	1	0	43.788364	23.45133	069	NA	A. arundinaceus	Common cuckoo	C. c. canorus	21	CC	F	Missing	15.84	14	282.55	18.39518229	167.572108	166.343332	0.992667181	25.1358162	24.90624986	0.990866963	Young	Blood	2007	6	BGR	W5	#FB9A99	CC_4
070_CC_GRW_BGR_F	1	1	1	0	43.788364	23.45133	070	NA	A. arundinaceus	Common cuckoo	C. c. canorus	21	CC	F	Missing	17.54	16	248.92	14.5908558	188.414234	186.966988	0.992318808	28.2621351	28.00107615	0.990762943	Young	Blood	2006	6	BGR	W7	#FDBF6F	CC_4
071_CC_GRW_BGR_F	1	1	1	0	43.788364	23.45133	071	NA	A. arundinaceus	Common cuckoo	C. c. canorus	21	CC	F	Missing	16.43	15	247.16	15.77281429	172.145924	170.056616	0.987863157	25.8218886	25.48267459	0.986863315	Young	Blood	2007	6	BGR	W5	#FB9A99	CC_4
074_CC_MSH_BGR_F	1	1	1	0	43.788364	23.45133	074	NA	A. palustris	Common cuckoo	C. c. canorus	21	CC	F	Missing	13.84	13	211.11	15.76624347	142.480234	141.185986	0.990916298	21.3720351	21.14284712	0.989276268	Young	Blood	2005	7	BGR	W5	#FB9A99	CC_4
078_CC_MSH_BGR_M	1	1	1	0	43.788364	23.45133	078	NA	A. palustris	Common cuckoo	C. c. canorus	21	CC	M	Missing	16.18	15	403.31	25.72130102	175.351986	174.068776	0.99268209	26.3027979	26.07313993	0.991268686	Young	Tissue	2007	6	BGR	W7	#FDBF6F	CC_4
080_CC_MSH_BGR_M	1	1	1	0	43.788364	23.45133	080	NA	NA	Common cuckoo	C. c. canorus	21	CC	M	Missing	17.14	16	93.38	5.608408408	178.002208	176.714284	0.992764562	26.7003312	26.47720372	0.991643269	Young	Blood	2007	6	BGR	W5	#FB9A99	CC_4
144_CC_GRW_BGR_M	1	1	1	0	43.788364	23.45133	144	NA	A. arundinaceus	Common cuckoo	C. c. canorus	21	CC	M	Missing	15.13	14	203.34	14.13064628	149.917772	148.69011	0.991811098	22.4876658	22.25961954	0.989859051	Young	Blood	2006	6	BGR	W5	#FB9A99	CC_4
145_CC_GRW_BGR_M	1	1	1	0	43.788364	23.45133	145	NA	A. arundinaceus	Common cuckoo	C. c. canorus	21	CC	M	Missing	13.58	11	2569.5	203.6053883	137.116766	134.944118	0.98415476	20.5675149	20.14788629	0.979597505	Young	Tissue	2006	6	BGR	W7	#FDBF6F	CC_4
147_CC_GRW_BGR_M	1	1	1	0	43.788364	23.45133	147	NA	A. arundinaceus	Common cuckoo	C. c. canorus	21	CC	M	Missing	14.87	13	3154.81	225.0221113	149.61239	147.985898	0.989128628	22.4418585	22.13576693	0.986360685	Young	Tissue	2007	6	BGR	W4	#33A02C	CC_4
149_CC_GRW_BGR_M	1	1	1	0	43.788364	23.45133	149	NA	A. arundinaceus	Common cuckoo	C. c. canorus	21	CC	M	Missing	15.29	14	131.06	8.976712329	153.276794	152.018282	0.991789285	22.9915191	22.77112036	0.990413912	Young	Blood	2007	6	BGR	W4	#33A02C	CC_4
250_CC_MWB_RUS_M	1	1	1	0	43.95	131.5333	250	NA	E. cioides	Common cuckoo	C. c. canorus	21	CC	M	Missing	9.03	9	2867.89	345.5289157	98.605034	98.027236	0.994140279	14.7907551	14.68845212	0.993083316	Young	Tissue	2018	6	RUS	W6	#E31A1C	CC_14
267_CC_DRD_RUS_M	1	1	1	0	43.96667	131.45	267	NA	P. auroreus	Common cuckoo	C. c. canorus	21	CC	M	Missing	13.23	12	973.2	77.6076555	139.786548	138.38345	0.989962568	20.9679822	20.7119762	0.987790623	Young	Feather	2019	6	RUS	W2	#1F78B4	CC_14
264_CC_DRD_RUS_M	1	1	1	0	43.96667	131.4667	264	NA	P. auroreus	Common cuckoo	C. c. canorus	21	CC	M	Missing	9.67	9	2113.95	264.5744681	106.425664	105.219198	0.988663768	15.9638496	15.74208103	0.986108077	Young	Tissue	2018	7	RUS	W2	#1F78B4	CC_14
363_CO_PLW_RUS_M	1	1	1	0	44.36667	133.0167	363	NA	NA	Oriental cuckoo	C. optatus	24	CO	M	Missing	13.92	13	3178.57	242.2690549	145.128404	144.057408	0.992620356	21.7692606	21.56428852	0.990584334	Adult	Heart or Lung	2002	5	RUS	NA	NA	CO_9
364_CO_PLW_RUS_M	1	1	1	0	44.36667	133.0167	364	NA	NA	Oriental cuckoo	C. optatus	24	CO	M	Missing	14.59	14	4319.03	314.798105	146.763018	145.750832	0.993103263	22.0144527	21.81289447	0.990844277	Adult	Heart or Lung	2002	5	RUS	NA	NA	CO_9
365_CO_PLW_RUS_M	1	1	1	0	44.36667	133.0167	365	NA	NA	Oriental cuckoo	C. optatus	24	CO	M	Missing	13.69	12	3491.01	275.7511848	140.363296	139.217514	0.991837026	21.0544944	20.79963319	0.987895163	Adult	Heart or Lung	2002	5	RUS	NA	NA	CO_9
366_CO_PLW_RUS_M	1	1	1	0	44.46667	132.9333	366	NA	NA	Oriental cuckoo	C. optatus	24	CO	M	Missing	17.35	16	6104.72	375.6750769	187.65088	186.143504	0.991967125	28.147632	27.84877505	0.989382519	Adult	Muscle	2004	5	RUS	NA	NA	CO_9
368_CO_PLW_RUS_M	1	1	1	0	44.46667	132.9333	368	NA	NA	Oriental cuckoo	C. optatus	24	CO	M	Missing	12.91	12	3562.84	291.3197056	131.208156	129.899332	0.990024827	19.6812234	19.44823972	0.988162134	Adult	Muscle	2004	5	RUS	NA	NA	CO_9
367_CO_PLW_RUS_M	1	1	1	0	44.46667	132.95	367	NA	NA	Oriental cuckoo	C. optatus	24	CO	M	Missing	14.28	13	9010.92	677.512782	143.397632	142.033204	0.990485003	21.5096448	21.2575888	0.988281722	Adult	Muscle	2004	5	RUS	NA	NA	CO_9
369_CO_PLW_RUS_M	1	1	1	0	44.46667	132.9667	369	NA	NA	Oriental cuckoo	C. optatus	24	CO	M	Missing	12.91	11	6252.26	521.8914858	131.49647	130.384972	0.991547317	19.7244705	19.50543603	0.988895293	NA	Muscle	2004	5	RUS	NA	NA	CO_9
272_CC_TBW_RUS_F	1	1	1	0	44.73333	132.7833	272	NA	Ar. aedon	Common cuckoo	C. c. canorus	21	CC	F	Missing	11.36	11	4505.41	436.5707364	113.726422	113.147698	0.994911262	17.0589633	16.95231799	0.993748429	Young	Tissue	2019	6	RUS	W7	#FDBF6F	CC_14
273_CC_TBW_RUS_F	1	1	1	0	44.73333	132.7833	273	NA	Ar. aedon	Common cuckoo	C. c. canorus	21	CC	F	Missing	11.13	10	1453.9	139.1291866	111.450994	110.762668	0.993823958	16.7176491	16.58639161	0.992148568	Young	Tissue	2019	6	RUS	W7	#FDBF6F	CC_14
370_CO_PLW_RUS_F	1	1	1	0	44.75	132.7667	370	NA	NA	Oriental cuckoo	C. optatus	24	CO	F	grey	10.26	9	5532.4	604.6338798	103.603382	103.012224	0.994294028	15.5405073	15.42107485	0.992314765	Adult	Muscle	2005	5	RUS	NA	NA	CO_9
270_CC_TBW_RUS_F	1	1	1	1	44.75	132.7833	270	NA	Ar. aedon	Common cuckoo	C. c. canorus	21	CC	F	Missing	14.71	14	1458.18	104.1557143	158.31066	157.38538	0.994155289	23.746599	23.56917454	0.992528426	Young	Tissue	2018	6	RUS	W7	#FDBF6F	CC_14
271_CC_TBW_RUS_M	1	1	1	0	44.75	132.7833	271	NA	Ar. aedon	Common cuckoo	C. c. canorus	21	CC	M	Missing	11.61	11	1709.33	155.3936364	116.605582	115.942788	0.994315932	17.4908373	17.3689034	0.993028699	Young	Tissue	2018	6	RUS	W7	#FDBF6F	CC_14
283_CC_UNK_RUS_F	1	1	1	0	44.75	132.7833	283	NA	NA	Common cuckoo	C. c. canorus	21	CC	F	grey	12.71	12	10380.15	881.1672326	135.80824	135.21748	0.995650043	20.371236	20.23911426	0.993514299	Adult	Tissue	2004	6	RUS	W7	#FDBF6F	CC_14
284_CC_UNK_RUS_M	1	1	1	0	44.75	132.7833	284	NA	NA	Common cuckoo	C. c. canorus	21	CC	M	Missing	13.07	12	9814.06	818.5204337	136.816904	135.948592	0.993653474	20.5225356	20.34148916	0.991178164	Adult	Tissue	2004	6	RUS	W7	#FDBF6F	CC_14
285_CC_UNK_RUS_F	1	1	1	0	44.75	132.7833	285	NA	NA	Common cuckoo	C. c. canorus	21	CC	F	grey	10.86	10	22166	2257.230143	121.829996	120.903734	0.992397094	18.2744994	18.07563735	0.989118057	Adult	Tissue	2005	5	RUS	W7	#FDBF6F	CC_14
408_CC_TBW_RUS_F	1	1	1	1	44.76667	132.7667	408	NA	NA	Common cuckoo	C. c. canorus	21	CC	F	Missing	15.76	14	6087.62	405.5709527	165.18511	163.212884	0.98806051	24.7777665	24.42899457	0.985923996	Young	Feather	2020	7	RUS	W7	#FDBF6F	CC_14
376_CO_PLW_RUS_F	1	1	1	1	44.8	147.2333	376	NA	NA	Oriental cuckoo	C. optatus	24	CO	F	grey	13.8	12	3340.02	264.2420886	145.124532	142.951598	0.985027108	21.7686798	21.34174355	0.980387591	Adult	Muscle	2004	7	RUS	NA	NA	CO_10
397_CC_UNK_RUS_M	1	1	1	0	44.81667	44.51667	397	NA	NA	Common cuckoo	C. c. canorus	21	CC	M	Missing	12.72	12	915.07	84.65032377	134.384112	133.719688	0.995055785	20.1576168	19.96306529	0.990348487	Adult	Tissue	2020	7	RUS	W5	#FB9A99	CC_4
398_CC_UNK_RUS_M	1	1	1	0	44.81667	44.51667	398	NA	NA	Common cuckoo	C. c. canorus	21	CC	M	Missing	10.41	9	1580.69	187.0639053	106.95302	106.52949	0.996040037	16.042953	15.81873889	0.986024137	Adult	Tissue	2020	7	RUS	W5	#FB9A99	CC_4
399_CC_UNK_RUS_M	1	1	1	0	44.81667	44.51667	399	NA	NA	Common cuckoo	C. c. canorus	21	CC	M	Missing	13.67	12	4587.47	353.9714506	139.722994	138.686254	0.992580033	20.9584491	20.75349639	0.990220998	Adult	Tissue	2020	7	RUS	W4	#33A02C	CC_4
374_CO_PLW_RUS_M	1	1	1	1	45.11667	147.9667	374	NA	NA	Oriental cuckoo	C. optatus	24	CO	M	Missing	13.07	11	2370.65	190.1082598	135.343616	133.72155	0.988015201	20.3015424	20.01231837	0.985753593	NA	Muscle	2004	6	RUS	NA	NA	CO_10
375_CC_PLW_RUS_F	1	1	1	1	45.11667	147.9667	375	NA	NA	Common cuckoo	C. c. canorus	21	CC	F	Missing	13.92	12	5791.32	454.9347997	145.953414	143.962954	0.986362361	21.8930121	21.51953615	0.982940861	Adult	Tissue	2004	6	RUS	W6	#E31A1C	CC_16
396_CC_UNK_RUS_M	1	1	1	0	45.31667	42.25	396	NA	NA	Common cuckoo	C. c. canorus	21	CC	M	Missing	7.37	7	249.05	54.37772926	86.233864	86.034336	0.997686199	12.9350796	12.11608957	0.936684577	Adult	Tissue	2020	6	RUS	W5	#FB9A99	CC_4
379_CO_PLW_RUS_F	1	1	1	0	46.36667	141.8667	379	NA	NA	Oriental cuckoo	C. optatus	24	CO	F	grey	10.98	10	5147.35	527.9333333	117.869874	117.155224	0.993936958	17.6804811	17.5099697	0.990355953	Adult	Muscle	2003	6	RUS	NA	NA	CO_10
380_CO_PLW_RUS_F	1	1	1	0	46.36667	141.8667	380	NA	NA	Oriental cuckoo	C. optatus	24	CO	F	grey	11.84	11	3628.22	344.5603039	130.454348	129.58235	0.993315685	19.5681522	19.37034479	0.98989136	Adult	Muscle	2003	6	RUS	NA	NA	CO_10
290_CC_UNK_RUS_M	1	1	1	0	46.48333	143.3333	290	NA	NA	Common cuckoo	C. c. canorus	21	CC	M	Missing	11.18	10	6569.66	626.8759542	114.45965	113.4575	0.991244513	17.1689475	16.97796169	0.988876091	NA	Tissue	2003	6	RUS	W7	#FDBF6F	CC_16
291_CC_UNK_RUS_F	1	1	1	1	46.48333	143.3333	291	NA	NA	Common cuckoo	C. c. canorus	21	CC	F	grey	14.96	14	5402.67	394.6435354	152.15752	151.186576	0.993618823	22.823628	22.58889485	0.989715345	Adult	Tissue	2003	6	RUS	W6	#E31A1C	CC_16
292_CC_UNK_RUS_M	1	1	1	1	46.48333	143.3333	292	NA	NA	Common cuckoo	C. c. canorus	21	CC	M	Missing	19.64	17	10154.25	566.6434152	200.139878	198.65626	0.992587095	30.0209817	29.67863695	0.988596484	NA	Tissue	2003	6	RUS	W6	#E31A1C	CC_16
293_CC_UNK_RUS_M	1	1	1	1	46.48333	143.3333	293	NA	NA	Common cuckoo	C. c. canorus	21	CC	M	Missing	15.97	15	3910.37	255.7468934	170.00316	167.736284	0.986665683	25.500474	25.10855785	0.984631025	Adult	Tissue	2003	6	RUS	W6	#E31A1C	CC_16
294_CC_UNK_RUS_F	1	1	1	1	46.48333	143.3333	294	NA	NA	Common cuckoo	C. c. canorus	21	CC	F	grey	15.14	14	1784.69	125.2414035	154.594672	153.54039	0.993180347	23.1892008	22.96275508	0.990234863	Adult	Tissue	2004	6	RUS	W6	#E31A1C	CC_16
295_CC_UNK_RUS_F	1	1	1	0	46.48333	143.3333	295	NA	NA	Common cuckoo	C. c. canorus	21	CC	F	grey	11.46	10	4609.24	429.5657036	116.873346	115.722976	0.990157123	17.5310019	17.30273721	0.98697937	Adult	Tissue	2004	7	RUS	W6	#E31A1C	CC_16
261_CC_BFB_RUS_F	1	1	1	0	46.85	142.7	261	NA	E. spodocephala	Common cuckoo	C. c. canorus	21	CC	F	Missing	10.14	10	1525.17	158.0487047	108.969054	108.292516	0.993791467	16.3453581	16.22277508	0.992500438	Young	Tissue	2010	7	RUS	W6	#E31A1C	CC_16
013_CC_GRW_HUN_F	1	1	1	0	47.12	19.1	013	NA	A. arundinaceus	Common cuckoo	C. c. canorus	21	CC	F	Missing	14.62	15	197.82	13.57721345	178.38536	172.523816	0.967141115	18.01692136	17.41811471	0.966764208	Young	Blood	2007	7	HUN	W7	#FDBF6F	CC_4
017_CC_GRW_HUN_F	1	1	1	0	47.12	19.1	017	NA	A. arundinaceus	Common cuckoo	C. c. canorus	21	CC	F	Missing	10.59	11	73.96	7.01042654	129.12281	125.242454	0.969948331	13.04140381	12.64483666	0.969591682	Young	Blood	2007	6	HUN	W7	#FDBF6F	CC_4
018_CC_GRW_HUN_M	1	1	1	0	47.12	19.1	018	NA	A. arundinaceus	Common cuckoo	C. c. canorus	21	CC	M	Missing	11.62	12	56.41	4.87554019	141.30641	137.193508	0.970893734	14.27194741	13.85128619	0.97052531	Young	Blood	2006	6	HUN	W7	#FDBF6F	CC_4
019_CC_GRW_HUN_F	1	1	1	0	47.12	19.1	019	NA	A. arundinaceus	Common cuckoo	C. c. canorus	21	CC	F	Missing	9.28	9	108.79	11.76108108	112.798036	109.453564	0.970349909	11.39260164	11.05070865	0.969989911	Young	Blood	2006	6	HUN	W5	#FB9A99	CC_4
020_CC_GRW_HUN_F	1	1	1	0	47.12	19.1	020	NA	A. arundinaceus	Common cuckoo	C. c. canorus	21	CC	F	Missing	17.03	17	148.96	8.7675103	208.412344	201.537312	0.967012357	21.04964674	20.35035453	0.96677891	Young	Blood	2006	6	HUN	W7	#FDBF6F	CC_4
042_CC_GRW_HUN_F	1	1	1	0	47.12	19.1	042	NA	A. arundinaceus	Common cuckoo	C. c. canorus	21	CC	F	Missing	69.67	66	876.09	15.37269696	855.36309	831.132496	0.971672154	86.39167209	83.8768768	0.970890767	Young	Blood	2007	5	HUN	W4	#33A02C	CC_4
289_CC_UNK_RUS_M	1	1	1	0	47.41667	142.7	289	NA	NA	Common cuckoo	C. c. canorus	21	CC	M	Missing	13.22	12	3959.96	314.0333069	132.318706	131.421446	0.993218948	19.8478059	19.67399427	0.991242779	Adult	Tissue	2010	7	RUS	W6	#E31A1C	CC_16
377_CO_PLW_RUS_M	1	1	1	1	47.46667	142.65	377	NA	NA	Oriental cuckoo	C. optatus	24	CO	M	Missing	13.41	12	14653.31	1140.335409	142.747912	141.649318	0.992303957	21.4121868	21.20497303	0.990322624	Adult	Muscle	2011	6	RUS	NA	NA	CO_10
162_CC_UNK_MON_M	1	1	1	0	48.24954	110.4903	162	NA	NA	Common cuckoo	C. c. canorus	21	CC	M	Missing	13.87	13	29.26	2.165803109	137.550592	136.673414	0.99362287	20.6325888	20.48167148	0.992685488	Adult	Blood	2019	6	MON	W4	#33A02C	CC_12
159_CC_UNK_MON_M	1	1	1	0	48.27666	110.56272	159	NA	NA	Common cuckoo	C. c. canorus	21	CC	M	Missing	14.63	14	33.25	2.339901478	144.862282	143.990738	0.993983638	21.7293423	21.57541786	0.992916286	Adult	Blood	2019	6	MON	W4	#33A02C	CC_12
158_CO_UNK_MON_M	1	1	1	0	48.28039	110.49868	158	NA	NA	Oriental cuckoo	C. optatus	24	CO	M	Missing	14.46	14	33.38	2.360678925	142.993456	141.949468	0.992699051	21.4490184	21.26496766	0.991419153	Adult	Blood	2019	6	MON	NA	NA	CO_1
161_CC_UNK_MON_M	1	1	1	0	48.28106	110.48731	161	NA	NA	Common cuckoo	C. c. canorus	21	CC	M	Missing	13.51	13	37.29	2.818594104	136.764062	135.973406	0.994218832	20.5146093	20.3726173	0.993078493	Adult	Blood	2019	6	MON	W6	#E31A1C	CC_12
160_CC_UNK_MON_M	1	1	1	0	48.28696	110.46408	160	NA	NA	Common cuckoo	C. c. canorus	21	CC	M	Missing	13.95	13	28.74	2.13363029	138.150742	137.320278	0.993988711	20.7226113	20.57494724	0.992874254	Adult	Blood	2019	6	MON	W4	#33A02C	CC_12
362_CO_PLW_RUS_F	1	1	1	1	48.48333	142.55	362	NA	NA	Oriental cuckoo	C. optatus	24	CO	F	grey	13.79	12	6944.3	526.4821835	140.139856	139.002458	0.991883836	21.0209784	20.81598355	0.990248082	Adult	Muscle	2010	7	RUS	NA	NA	CO_10
287_CC_UNK_RUS_M	1	1	1	0	48.53333	42.3	287	NA	NA	Common cuckoo	C. c. canorus	21	CC	M	Missing	12.23	11	12194.16	1103.543891	133.685788	132.99633	0.994842698	20.0528682	19.89188703	0.991972162	NA	Tissue	2002	6	RUS	W5	#FB9A99	CC_4
081_CC_ERW_CZE_F	1	1	1	0	48.86214897	17.07352001	081	NA	NA	Common cuckoo	C. c. canorus	21	CC	F	Missing	15.35	13	205.73	13.71533333	162.683702	161.104164	0.990290742	24.4025553	24.11466386	0.988202406	Young	Blood	2019	7	CZE	W5	#FB9A99	CC_4
150_CC_GRW_CZE_F	1	1	1	0	48.863597	17.064378	150	NA	NA	Common cuckoo	C. c. canorus	21	CC	F	Missing	16.33	15	112.65	7.17059198	159.80083	158.496404	0.991837176	23.9701245	23.7338787	0.990144156	Young	Blood	2020	6	CZE	W7	#FDBF6F	CC_4
151_CC_GRW_CZE_F	1	1	1	0	48.863597	17.064378	151	NA	NA	Common cuckoo	C. c. canorus	21	CC	F	Missing	15.45	14	141.81	9.633831522	156.324074	154.74322	0.989887329	23.4486111	23.15978204	0.987682466	Young	Blood	2020	6	CZE	W7	#FDBF6F	CC_4
152_CC_GRW_CZE_F	1	1	1	0	48.863597	17.064378	152	NA	NA	Common cuckoo	C. c. canorus	21	CC	F	Missing	14.75	12	107.59	7.685	150.276336	148.822906	0.990328284	22.5414504	22.27197799	0.988045472	Young	Blood	2020	6	CZE	W4	#33A02C	CC_4
153_CC_ERW_CZE_F	1	1	1	0	48.863597	17.064378	153	NA	NA	Common cuckoo	C. c. canorus	21	CC	F	Missing	14.72	12	79.66	5.726815241	148.305428	146.678002	0.989026524	22.2458142	21.96114996	0.987203694	Young	Blood	2020	6	CZE	W5	#FB9A99	CC_4
154_CC_GRW_CZE_M	1	1	1	0	48.863597	17.064378	154	NA	NA	Common cuckoo	C. c. canorus	21	CC	M	Missing	14.73	13	101.65	7.214336409	148.81079	147.49473	0.991156152	22.3216185	22.07969719	0.989162017	Young	Blood	2020	6	CZE	W7	#FDBF6F	CC_4
157_CC_GRW_CZE_M	1	1	1	0	48.863597	17.064378	157	NA	NA	Common cuckoo	C. c. canorus	21	CC	M	Missing	15.98	13	90.19	5.921864741	159.648676	157.823296	0.988566269	23.9473014	23.62001491	0.986333053	Young	Blood	2020	6	CZE	W7	#FDBF6F	CC_4
082_CC_ERW_CZE_F	1	1	1	0	48.90138198	17.06073702	082	NA	NA	Common cuckoo	C. c. canorus	21	CC	F	Missing	15.71	14	310.12	20.30910282	166.234102	164.614448	0.990256789	24.9351153	24.62875523	0.98771371	Young	Blood	2019	7	CZE	W7	#FDBF6F	CC_4
385_CO_PLW_RUS_M	1	1	1	1	49.1	142.8167	385	NA	NA	Oriental cuckoo	C. optatus	24	CO	M	Missing	14.88	13	2468.75	177.7357811	158.71665	157.285102	0.99098048	23.8074975	23.51898976	0.987881643	NA	Muscle	2003	7	RUS	NA	NA	CO_10
384_CO_PLW_RUS_M	1	1	1	1	49.1	142.9167	384	NA	NA	Oriental cuckoo	C. optatus	24	CO	M	Missing	13.11	12	10019.27	811.9343598	134.063548	132.813004	0.990672006	20.1095322	19.88260024	0.988715204	Adult	Muscle	2011	5	RUS	NA	NA	CO_10
083_CC_ERW_DEU_M	1	1	1	0	49.67	10.85	083	NA	NA	Common cuckoo	C. c. canorus	21	CC	M	Missing	15.5	13	434.43	29.27425876	162.932842	161.263242	0.989752833	24.4399263	24.15499731	0.988341659	Young	Blood	2003	5	DEU	W7	#FDBF6F	CC_4
302_CO_UNK_RUS_F	1	1	1	0	50.01667	95.05	302	NA	NA	Oriental cuckoo	C. optatus	24	CO	F	Missing	13.45	12	2263.51	180.3593625	138.354762	137.325368	0.99255975	20.7532143	20.52060383	0.988791593	Adult	Muscle	2009	5	RUS	NA	NA	CO_10
301_CC_UNK_RUS_F	1	1	1	0	50.45	90.21667	301	NA	NA	Common cuckoo	C. c. canorus	21	CC	F	rufous	9	8	3055.26	404.6701987	91.295706	90.366844	0.989825787	13.6943559	13.48347417	0.984600829	Adult	Tissue	2000	6	RUS	W4	#33A02C	CC_10
262_CC_BFB_RUS_M	1	1	1	0	50.81667	142.6333	262	NA	E. spodocephala	Common cuckoo	C. c. canorus	21	CC	M	Missing	11.18	11	3388.95	330.3070175	122.766452	122.029136	0.993994157	18.4149678	18.28580784	0.992986142	Young	Tissue	2017	6	RUS	W6	#E31A1C	CC_16
124_CC_UNK_ENG_M	1	1	1	1	50.87966	1.6639	124	West	NA	Common cuckoo	C. c. canorus	21	CC	M	Missing	12.89	10	730.88	59.8101473	137.515252	134.641764	0.979104223	20.6272878	20.15683493	0.977192694	Adult	Feather	2018	5	ENG	W7	#FDBF6F	CC_9
123_CC_UNK_ENG_M	1	1	1	1	50.8901	-1.67855	123	Intermediate	NA	Common cuckoo	C. c. canorus	21	CC	M	Missing	14	13	1549.04	118.2473282	143.542614	137.790944	0.959930575	21.5313921	20.59043156	0.956298203	Adult	Feather	2019	5	ENG	W4	#33A02C	CC_9
260_CC_SRT_RUS_F	1	1	1	1	51.03333	142.7833	260	NA	C. calliope	Common cuckoo	C. c. canorus	21	CC	F	Missing	13.8	13	1011.74	79.79022082	143.56112	142.864474	0.995147391	21.534168	21.38372638	0.993013818	Young	Tissue	2010	6	RUS	W2	#1F78B4	CC_16
296_CC_UNK_RUS_M	1	1	1	1	51.06667	142.75	296	NA	NA	Common cuckoo	C. c. canorus	21	CC	M	Missing	20.58	19	9618.11	489.969944	214.41553	212.914312	0.992998558	32.1623295	31.87722662	0.991135503	Adult	Tissue	2011	6	RUS	W2	#1F78B4	CC_16
361_CO_PLW_RUS_M	1	1	1	1	51.06667	142.75	361	NA	NA	Oriental cuckoo	C. optatus	24	CO	M	Missing	13.68	13	1309.21	101.5678821	138.766982	137.88206	0.993622964	20.8150473	20.65024741	0.992082656	Young	Embryo	2011	7	RUS	NA	NA	CO_10
383_CO_PLW_RUS_M	1	1	1	1	51.08333	143	383	NA	NA	Oriental cuckoo	C. optatus	24	CO	M	Missing	14.54	13	16064.27	1174.288743	148.558646	147.521066	0.993015688	22.2837969	22.07502743	0.990631333	Adult	Muscle	2009	6	RUS	NA	NA	CO_10
381_CO_PLW_RUS_F	1	1	1	0	51.2	143.0667	381	NA	NA	Oriental cuckoo	C. optatus	24	CO	F	grey	12.91	12	6938.08	569.1616079	133.72182	132.59979	0.991609223	20.058273	19.84371194	0.989303114	Adult	Muscle	2009	6	RUS	NA	NA	CO_10
359_CO_PLW_RUS_M	1	1	1	1	51.21667	143.0833	359	NA	NA	Oriental cuckoo	C. optatus	24	CO	M	Missing	13.93	13	700.88	52.53973013	142.458696	141.439836	0.992848032	21.3688044	21.17767071	0.99105548	Young	Embryo	2010	7	RUS	NA	NA	CO_10
360_CO_PLW_RUS_F	1	1	1	0	51.21667	143.1	360	NA	NA	Oriental cuckoo	C. optatus	24	CO	F	Missing	10.74	10	801.22	84.07345226	109.399588	108.683892	0.993457964	16.4099382	16.23807581	0.989526932	Young	Embryo	2010	6	RUS	NA	NA	CO_10
259_CC_SRT_RUS_F	1	1	1	0	51.31667	143.2333	259	NA	C. calliope	Common cuckoo	C. c. canorus	21	CC	F	Missing	12.9	12	702.54	57.67980296	137.881	137.109998	0.994408207	20.68215	20.53513551	0.992891721	Young	Tissue	2010	6	RUS	W2	#1F78B4	CC_16
