time_index	left_time_boundary	right_time_boundary	lambda
0	0	7.03233e-06	0.422989
1	7.03233e-06	1.74105e-05	0.422989
2	1.74105e-05	3.27262e-05	0.58099
3	3.27262e-05	5.53288e-05	12.4087
4	5.53288e-05	8.86851e-05	35.2581
5	8.86851e-05	0.000137911	99.8306
6	0.000137911	0.000210558	204.827
7	0.000210558	0.000317769	304.894
8	0.000317769	0.000475987	325.67
9	0.000475987	0.000709481	332.876
10	0.000709481	0.00105407	350.152
11	0.00105407	0.00156259	376.896
12	0.00156259	0.00231307	410.981
13	0.00231307	0.00342059	452.857
14	0.00342059	0.00505505	532.683
15	0.00505505	0.00746714	614.836
16	0.00746714	0.0110268	667.913
17	0.0110268	0.0162801	751.037
18	0.0162801	0.0240328	92450.3
19	0.0240328	inf	92450.3
