time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	8.06539e-06	7.75754	0.369002	0.573058
1	8.06539e-06	1.99681e-05	7.75754	0.369002	0.573058
2	1.99681e-05	3.75337e-05	7.75754	0.368687	0.573058
3	3.75337e-05	6.34566e-05	19.768392	1.37271	51.83573159999999
4	6.34566e-05	0.000101713	45.381699999999995	13.6184	89.72396
5	0.000101713	0.000158171	95.43449999999999	43.4552	152.7595
6	0.000158171	0.000241489	194.73379999999997	134.026	238.35000000000002
7	0.000241489	0.000364449	310.35549999999995	205.449	288.374
8	0.000364449	0.000545909	341.15199999999993	242.755	304.07379999999995
9	0.000545909	0.000813704	328.99999999999994	266.565	305.4817
10	0.000813704	0.00120891	311.4006999999999	293.03	305.62319999999994
11	0.00120891	0.00179214	301.9342	323.97	315.11029999999994
12	0.00179214	0.00265286	311.0272	364.27	347.9422999999999
13	0.00265286	0.00392308	365.62170000000003	434.674	428.61560000000003
14	0.00392308	0.00579764	515.1144	553.992	555.6910999999999
15	0.00579764	0.00856407	670.4592	697.319	704.2325000000001
16	0.00856407	0.0126467	752.1009999999999	860.979	783.7835999999998
17	0.0126467	0.0186717	876.6506000000002	1852.14	691.3194
18	0.0186717	0.0275633	60187.254900000014	7629.8	410.4776
19	0.0275633	inf	85577.7	7629.8	351.805
