time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.35575e-05	25.119
1	1.35575e-05	3.26085e-05	25.119
2	3.26085e-05	5.93788e-05	140.601
3	5.93788e-05	9.69963e-05	188.935
4	9.69963e-05	0.000149856	372.516
5	0.000149856	0.000224135	747.336
6	0.000224135	0.00032851	893.159
7	0.00032851	0.000475178	712.87
8	0.000475178	0.000681274	534.937
9	0.000681274	0.00097088	440.615
10	0.00097088	0.00137783	390.751
11	0.00137783	0.00194968	360.393
12	0.00194968	0.00275323	348.552
13	0.00275323	0.00388239	380.88
14	0.00388239	0.00546906	502.106
15	0.00546906	0.00769865	683.307
16	0.00769865	0.0108317	820.229
17	0.0108317	0.0152341	928.743
18	0.0152341	0.0214205	115890
19	0.0214205	inf	115890
