time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.35604e-05	75.1675
1	1.35604e-05	3.26154e-05	75.1675
2	3.26154e-05	5.93914e-05	190.586
3	5.93914e-05	9.70168e-05	271.163
4	9.70168e-05	0.000149888	443.803
5	0.000149888	0.000224182	787.717
6	0.000224182	0.000328579	906.094
7	0.000328579	0.000475278	712.667
8	0.000475278	0.000681418	538.535
9	0.000681418	0.000971085	444.631
10	0.000971085	0.00137812	392.263
11	0.00137812	0.00195009	359.983
12	0.00195009	0.00275382	347.974
13	0.00275382	0.0038832	378.78
14	0.0038832	0.00547022	491.866
15	0.00547022	0.00770027	674.416
16	0.00770027	0.0108339	878.813
17	0.0108339	0.0152373	1227.58
18	0.0152373	0.021425	5226.28
19	0.021425	inf	5226.28
