time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.37945e-05	31.2571
1	1.37945e-05	3.31784e-05	31.2571
2	3.31784e-05	6.04165e-05	156.008
3	6.04165e-05	9.86914e-05	172.029
4	9.86914e-05	0.000152475	395.849
5	0.000152475	0.000228051	745.553
6	0.000228051	0.000334251	852.197
7	0.000334251	0.000483482	689.302
8	0.000483482	0.00069318	520.647
9	0.00069318	0.000987847	427.651
10	0.000987847	0.00140191	378.421
11	0.00140191	0.00198375	355.765
12	0.00198375	0.00280135	351.571
13	0.00280135	0.00395023	383.885
14	0.00395023	0.00556464	493.809
15	0.00556464	0.00783319	656.485
16	0.00783319	0.0110209	751.263
17	0.0110209	0.0155004	892.098
18	0.0155004	0.0217948	113935
19	0.0217948	inf	113935
