time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	7.5854e-06	20.040900000000004	0.392106	10.710300000000002
1	7.5854e-06	1.87797e-05	20.040900000000004	0.392106	10.710300000000002
2	1.87797e-05	3.53e-05	20.040900000000004	0.392017	10.710300000000002
3	3.53e-05	5.96802e-05	74.98617999999999	0.392111	37.83159
4	5.96802e-05	9.56599e-05	109.3568	28.9159	90.585
5	9.56599e-05	0.000148758	189.74360000000001	85.764	166.8754
6	0.000148758	0.000227118	311.5815	148.401	242.21920000000003
7	0.000227118	0.00034276	431.7195999999999	230.839	291.146
8	0.00034276	0.000513422	442.47719999999987	272.408	313.09649999999993
9	0.000513422	0.000765279	394.51399999999995	289.966	306.64899999999994
10	0.000765279	0.00113696	350.80600000000004	308.644	298.9654
11	0.00113696	0.00168549	328.30350000000004	338.928	306.6108
12	0.00168549	0.00249498	334.62140000000005	382.476	337.5214
13	0.00249498	0.00368961	397.56290000000007	451.957	414.3720000000001
14	0.00368961	0.00545261	516.4146	551.96	533.8214000000002
15	0.00545261	0.00805441	640.6600000000001	619.504	630.9969000000001
16	0.00805441	0.0118941	706.0652	658.094	664.5930000000001
17	0.0118941	0.0175605	729.0752	702.835	636.842
18	0.0175605	0.0259229	86745.6565	85664.6	545.1958000000001
19	0.0259229	inf	96302.8	85664.6	512.896
