time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.37747e-05	41.2734
1	1.37747e-05	3.31307e-05	41.2734
2	3.31307e-05	6.03298e-05	108.913
3	6.03298e-05	9.85497e-05	138.874
4	9.85497e-05	0.000152256	327.772
5	0.000152256	0.000227724	668.113
6	0.000227724	0.000333771	830.161
7	0.000333771	0.000482787	700.422
8	0.000482787	0.000692185	542.987
9	0.000692185	0.000986428	443.786
10	0.000986428	0.0013999	385.169
11	0.0013999	0.0019809	355.068
12	0.0019809	0.00279733	345.348
13	0.00279733	0.00394456	371.586
14	0.00394456	0.00555665	504.454
15	0.00555665	0.00782194	670.427
16	0.00782194	0.0110051	754.767
17	0.0110051	0.0154781	904.504
18	0.0154781	0.0217635	114076
19	0.0217635	inf	114076
