time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	7.60636e-06	20.809399999999997	0.390949	4.57876
1	7.60636e-06	1.88316e-05	20.809399999999997	0.390949	4.57876
2	1.88316e-05	3.53976e-05	20.809399999999997	0.611801	4.57876
3	3.53976e-05	5.98451e-05	75.73068	6.66635	46.57906800000001
4	5.98451e-05	9.59242e-05	112.40139999999998	35.6355	104.92559999999999
5	9.59242e-05	0.000149169	194.7978	90.1672	178.12879999999998
6	0.000149169	0.000227746	332.7129999999999	167.68	250.78520000000003
7	0.000227746	0.000343707	433.90079999999995	240.464	293.55920000000003
8	0.000343707	0.00051484	440.53120000000007	274.965	304.215
9	0.00051484	0.000767394	393.0171000000001	291.906	301.288
10	0.000767394	0.00114011	348.3273999999999	312.135	300.769
11	0.00114011	0.00169014	325.99640000000005	339.22	309.3483
12	0.00169014	0.00250187	335.02760000000006	380.475	333.8264
13	0.00250187	0.00369981	399.77719999999994	450.205	391.86129999999997
14	0.00369981	0.00546768	521.5033999999999	550.969	532.2334
15	0.00546768	0.00807666	663.2784999999998	666.076	666.0461999999999
16	0.00807666	0.0119269	764.3682	776.108	749.9342000000001
17	0.0119269	0.017609	817.1694000000001	976.261	743.8063999999999
18	0.017609	0.0259946	86527.14869999998	497.544	507.42829999999987
19	0.0259946	inf	96049.8	497.544	414.695
