time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.74245e-05	9.36861
1	1.74245e-05	4.19092e-05	9.36861
2	4.19092e-05	7.6315e-05	48.92
3	7.6315e-05	0.000124662	124.885
4	0.000124662	0.000192599	226.416
5	0.000192599	0.000288063	298.838
6	0.000288063	0.000422208	315.957
7	0.000422208	0.000610709	308.986
8	0.000610709	0.000875589	305.789
9	0.000875589	0.0012478	309.306
10	0.0012478	0.00177082	321.922
11	0.00177082	0.00250577	350.566
12	0.00250577	0.00353852	409.731
13	0.00353852	0.00498973	511.432
14	0.00498973	0.00702896	618.205
15	0.00702896	0.00989448	690.596
16	0.00989448	0.0139211	709.71
17	0.0139211	0.0195792	683.602
18	0.0195792	0.0275301	742.817
19	0.0275301	inf	742.817
