time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.77006e-05	10.9057
1	1.77006e-05	4.25734e-05	10.9057
2	4.25734e-05	7.75244e-05	45.9884
3	7.75244e-05	0.000126637	160.366
4	0.000126637	0.000195651	237.161
5	0.000195651	0.000292628	290.254
6	0.000292628	0.000428899	312.507
7	0.000428899	0.000620388	306.196
8	0.000620388	0.000889465	301.351
9	0.000889465	0.00126757	302.907
10	0.00126757	0.00179888	312.769
11	0.00179888	0.00254548	339.45
12	0.00254548	0.0035946	396.928
13	0.0035946	0.00506881	500.639
14	0.00506881	0.00714036	625.304
15	0.00714036	0.0100513	738.221
16	0.0100513	0.0141417	796.65
17	0.0141417	0.0198895	771.454
18	0.0198895	0.0279664	673.965
19	0.0279664	inf	673.965
