time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	6.27557e-06	15.398200000000003	2.48248	41.00030000000001
1	6.27557e-06	1.55369e-05	15.398200000000003	2.48248	41.00030000000001
2	1.55369e-05	2.92045e-05	15.398200000000003	3.91543	41.00030000000001
3	2.92045e-05	4.93748e-05	43.95884	13.3532	187.08623
4	4.93748e-05	7.91416e-05	95.92743999999999	59.2802	311.3035000000001
5	7.91416e-05	0.000123071	142.24749999999997	166.134	494.35959999999994
6	0.000123071	0.0001879	247.54880000000003	368.228	768.6069999999999
7	0.0001879	0.000283573	408.17269999999996	571.595	947.5954000000002
8	0.000283573	0.000424765	465.9565999999999	581.51	845.7056000000001
9	0.000424765	0.000633133	417.47700000000003	500.573	633.9886
10	0.000633133	0.000940636	366.29979999999995	438.433	488.92649999999986
11	0.000940636	0.00139444	335.7654	408.331	410.52779999999996
12	0.00139444	0.00206415	328.3596000000001	401.282	367.4616000000001
13	0.00206415	0.0030525	355.4639	414.437	360.5759999999999
14	0.0030525	0.00451107	434.7126	468.771	420.07050000000004
15	0.00451107	0.00666359	564.7651000000001	578.222	566.4078
16	0.00666359	0.00984023	666.7328000000001	712.807	777.6845000000001
17	0.00984023	0.0145282	770.7923000000001	928.618	1137.6627999999998
18	0.0145282	0.0214466	38906.4482	103633.0	1260.54
19	0.0214466	inf	95945.9	103633.0	1260.54
