time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.37335e-05	40.4121
1	1.37335e-05	3.30317e-05	40.4121
2	3.30317e-05	6.01494e-05	126.373
3	6.01494e-05	9.82551e-05	172.767
4	9.82551e-05	0.000151801	375.618
5	0.000151801	0.000227043	727.675
6	0.000227043	0.000332773	867.596
7	0.000332773	0.000481345	703.686
8	0.000481345	0.000690116	528.737
9	0.000690116	0.00098348	431.387
10	0.00098348	0.00139571	377.168
11	0.00139571	0.00197498	352.224
12	0.00197498	0.00278897	346.402
13	0.00278897	0.00393277	379.611
14	0.00393277	0.00554004	505.94
15	0.00554004	0.00779856	671.156
16	0.00779856	0.0109722	760.97
17	0.0109722	0.0154318	867.778
18	0.0154318	0.0216985	114449
19	0.0216985	inf	114449
