time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.62581e-05	9.65404
1	1.62581e-05	3.91039e-05	9.65404
2	3.91039e-05	7.12066e-05	87.2433
3	7.12066e-05	0.000116317	131.121
4	0.000116317	0.000179706	219.829
5	0.000179706	0.00026878	399.777
6	0.00026878	0.000393946	487.898
7	0.000393946	0.000569829	440.341
8	0.000569829	0.000816979	382.892
9	0.000816979	0.00116427	348.935
10	0.00116427	0.00165229	330.397
11	0.00165229	0.00233804	330.595
12	0.00233804	0.00330166	365.776
13	0.00330166	0.00465573	457.372
14	0.00465573	0.00655845	586.488
15	0.00655845	0.00923216	684.214
16	0.00923216	0.0129892	722.014
17	0.0129892	0.0182686	665.625
18	0.0182686	0.0256872	425.142
19	0.0256872	inf	425.142
