time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.75881e-05	7.68094
1	1.75881e-05	4.23027e-05	7.68094
2	4.23027e-05	7.70316e-05	68.1739
3	7.70316e-05	0.000125832	125.37
4	0.000125832	0.000194407	210.739
5	0.000194407	0.000290767	283.672
6	0.000290767	0.000426173	317.991
7	0.000426173	0.000616443	313.637
8	0.000616443	0.000883811	308.171
9	0.000883811	0.00125951	306.078
10	0.00125951	0.00178745	312.675
11	0.00178745	0.0025293	336.049
12	0.0025293	0.00357174	394.274
13	0.00357174	0.00503658	511.496
14	0.00503658	0.00709496	648.574
15	0.00709496	0.00998738	742.109
16	0.00998738	0.0140518	773.868
17	0.0140518	0.0197631	770.614
18	0.0197631	0.0277886	1028.21
19	0.0277886	inf	1028.21
