time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.63145e-05	3.70764
1	1.63145e-05	3.92394e-05	3.70764
2	3.92394e-05	7.14535e-05	79.425
3	7.14535e-05	0.00011672	129.466
4	0.00011672	0.000180329	222.802
5	0.000180329	0.000269712	381.889
6	0.000269712	0.000395312	462.997
7	0.000395312	0.000571805	434.382
8	0.000571805	0.000819811	383.659
9	0.000819811	0.00116831	344.454
10	0.00116831	0.00165801	326.831
11	0.00165801	0.00234614	333.93
12	0.00234614	0.0033131	368.657
13	0.0033131	0.00467187	471.276
14	0.00467187	0.00658119	605.607
15	0.00658119	0.00926416	671.663
16	0.00926416	0.0130343	721.962
17	0.0130343	0.018332	755.339
18	0.018332	0.0257763	96183.5
19	0.0257763	inf	96183.5
