time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.77858e-05	4.02715
1	1.77858e-05	4.27784e-05	4.02715
2	4.27784e-05	7.78977e-05	67.6883
3	7.78977e-05	0.000127247	158.792
4	0.000127247	0.000196593	227.625
5	0.000196593	0.000294037	286.008
6	0.000294037	0.000430965	319.019
7	0.000430965	0.000623375	313.657
8	0.000623375	0.000893748	303.87
9	0.000893748	0.00127368	303.857
10	0.00127368	0.00180755	312.175
11	0.00180755	0.00255774	334.436
12	0.00255774	0.00361191	387.114
13	0.00361191	0.00509321	495.871
14	0.00509321	0.00717474	640.094
15	0.00717474	0.0100997	754.695
16	0.0100997	0.0142098	823.205
17	0.0142098	0.0199853	765.387
18	0.0199853	0.028101	579.509
19	0.028101	inf	579.509
