left_time_boundary	im_N1	im_N2	m	M
0.0	10860814.090144254	8263502.1649971865	0.004575987248690407	0.9969121722152933
631.5891089108911	10877604.865813933	8276277.506693192	0.004575987248690407	0.9999993905432588
1563.6732673267327	2.1089563592136455	2.108945326250019	4.4523386623858055e-08	0.9999993906179048
2939.207920792079	2.0918250657481106	2.0918341453673976	2.545043411604623e-07	0.9999993912472435
4969.198019801981	2.0980425135493377	2.0980431926153016	8.108426592951434e-07	0.9999993941975429
7965.000000000001	2.086828447748919	2.0996508104390363	0.0011746330814898522	0.9999999999813121
12386.138613861387	2.1003659217539608	2.1003732132691932	7.536537706181568e-05	0.9999999999930104
18910.693069306933	2.1003317129944925	2.100322050854663	5.3759637116902535e-05	0.9999999999975178
28539.504950495055	2.0044794376078405	2.0044812317028304	3.901461494634725e-05	0.999999999999181
42749.40594059406	2.0939493738642754	2.09394917685813	1.6427772264323694e-05	0.9999999999995888
63720.00000000001	2.102980406290437	2.1029798577253023	3.2103393976290326e-06	0.9999999999996629
94667.82178217823	2.2898375317700768	2.2898375335108967	2.6623511303591797e-30	0.9999999999996629
140339.60396039602	2.1091661031937528	2.1091661084227673	1.3450867690619815e-22	0.9999999999996629
207741.58415841588	2.0959304854114817	2.095930494022233	2.6623511303591797e-30	0.9999999999996629
307210.89108910895	2.100331606482771	2.100331537040918	2.6623511303591797e-30	0.9999999999996629
454004.9504950495	2.0995195994195295	2.099519570246621	4.427951265041047e-05	1.0
670639.6039603961	2.1003313921292315	2.1003314187309106	9.975368559021838e-05	1.0
990346.5346534654	2.1003314663033015	2.100331431742454	0.0001000222551007226	1.0
1462158.415841584	2.0994864164623563	2.0994862684242097	9.999160524742965e-05	1.0
2158435.6435643565	2.0994864164623563	2.0994862684242097	9.999160524742965e-05	1.0
