time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	7.59376e-06	13.9151	0.392022	3.7644000000000006
1	7.59376e-06	1.88004e-05	13.9151	0.392022	3.7644000000000006
2	1.88004e-05	3.53389e-05	13.9151	0.391796	3.7644000000000006
3	3.53389e-05	5.9746e-05	73.57326	3.1601	29.03615
4	5.9746e-05	9.57654e-05	106.22571999999998	17.7989	66.77054999999999
5	9.57654e-05	0.000148922	188.90560000000002	70.4644	143.26851999999997
6	0.000148922	0.000227368	330.68699999999995	156.374	244.04960000000003
7	0.000227368	0.000343138	432.59159999999997	232.411	291.65400000000005
8	0.000343138	0.000513988	440.52780000000007	269.081	303.058
9	0.000513988	0.000766123	395.4043999999999	286.873	300.93850000000003
10	0.000766123	0.00113822	352.7406	308.615	301.3746
11	0.00113822	0.00168734	329.21889999999996	340.524	312.22650000000004
12	0.00168734	0.00249773	335.58299999999997	385.329	342.72280000000006
13	0.00249773	0.00369368	398.39519999999993	456.754	419.77970000000005
14	0.00369368	0.00545863	515.8628000000001	553.474	543.0038
15	0.00545863	0.00806329	642.8805000000001	639.454	651.7916
16	0.00806329	0.0119072	721.2868	683.125	729.0210000000001
17	0.0119072	0.0175799	772.6999999999998	714.093	745.8862000000001
18	0.0175799	0.0259515	86812.74960000001	85546.5	824.5489000000001
19	0.0259515	inf	96371.9	85546.5	859.156
