time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.6269e-05	17.2624
1	1.6269e-05	3.91302e-05	17.2624
2	3.91302e-05	7.12546e-05	93.4337
3	7.12546e-05	0.000116396	127.959
4	0.000116396	0.000179827	234.042
5	0.000179827	0.000268961	398.062
6	0.000268961	0.000394212	468.642
7	0.000394212	0.000570213	436.329
8	0.000570213	0.000817529	386.309
9	0.000817529	0.00116506	349.068
10	0.00116506	0.0016534	328.475
11	0.0016534	0.00233961	328.501
12	0.00233961	0.00330388	361.439
13	0.00330388	0.00465886	450.75
14	0.00465886	0.00656287	592.531
15	0.00656287	0.00923837	701.69
16	0.00923837	0.012998	778.106
17	0.012998	0.0182809	891.024
18	0.0182809	0.0257045	96347.6
19	0.0257045	inf	96347.6
