time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.3539e-05	70.8385
1	1.3539e-05	3.25638e-05	70.8385
2	3.25638e-05	5.92975e-05	182.733
3	5.92975e-05	9.68634e-05	217.7
4	9.68634e-05	0.000149651	449.877
5	0.000149651	0.000223827	779.5
6	0.000223827	0.00032806	891.264
7	0.00032806	0.000474527	712.438
8	0.000474527	0.000680341	536.395
9	0.000680341	0.00096955	440.59
10	0.00096955	0.00137594	389.573
11	0.00137594	0.00194701	355.424
12	0.00194701	0.00274946	341.961
13	0.00274946	0.00387707	375.459
14	0.00387707	0.00546157	493.385
15	0.00546157	0.0076881	649.67
16	0.0076881	0.0108168	749.122
17	0.0108168	0.0152133	832.36
18	0.0152133	0.0213911	116178
19	0.0213911	inf	116178
