time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.76248e-05	1.70846
1	1.76248e-05	4.23911e-05	1.70846
2	4.23911e-05	7.71925e-05	22.8662
3	7.71925e-05	0.000126095	80.1307
4	0.000126095	0.000194813	181.666
5	0.000194813	0.000291375	256.904
6	0.000291375	0.000427063	299.677
7	0.000427063	0.000617731	299.34
8	0.000617731	0.000885656	296.355
9	0.000885656	0.00126214	301.26
10	0.00126214	0.00179118	316.579
11	0.00179118	0.00253458	345.303
12	0.00253458	0.0035792	407.905
13	0.0035792	0.0050471	529.402
14	0.0050471	0.00710978	636.837
15	0.00710978	0.0100082	687.582
16	0.0100082	0.0140811	710.266
17	0.0140811	0.0198044	767.612
18	0.0198044	0.0278466	88909.4
19	0.0278466	inf	88909.4
