time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.62124e-05	13.7244
1	1.62124e-05	3.8994e-05	13.7244
2	3.8994e-05	7.10066e-05	80.4872
3	7.10066e-05	0.00011599	140.661
4	0.00011599	0.000179201	237.815
5	0.000179201	0.000268025	411.761
6	0.000268025	0.00039284	469.447
7	0.00039284	0.000568229	433.493
8	0.000568229	0.000814684	384.812
9	0.000814684	0.001161	349.728
10	0.001161	0.00164764	330.644
11	0.00164764	0.00233147	332.96
12	0.00233147	0.00329238	370.1
13	0.00329238	0.00464265	465.348
14	0.00464265	0.00654003	612.42
15	0.00654003	0.00920622	738.729
16	0.00920622	0.0129527	814.223
17	0.0129527	0.0182173	828.534
18	0.0182173	0.0256151	717.688
19	0.0256151	inf	717.688
