time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.74766e-05	7.93875
1	1.74766e-05	4.20346e-05	7.93875
2	4.20346e-05	7.65434e-05	51.034
3	7.65434e-05	0.000125035	146.411
4	0.000125035	0.000193175	243.033
5	0.000193175	0.000288925	297.187
6	0.000288925	0.000423472	318.817
7	0.000423472	0.000612537	313.939
8	0.000612537	0.000878209	310.622
9	0.000878209	0.00125153	310.521
10	0.00125153	0.00177612	316.3
11	0.00177612	0.00251327	335.545
12	0.00251327	0.00354911	387.897
13	0.00354911	0.00500466	503.905
14	0.00500466	0.00705	656.887
15	0.00705	0.00992409	780.197
16	0.00992409	0.0139627	827.799
17	0.0139627	0.0196378	863.446
18	0.0196378	0.0276124	659.014
19	0.0276124	inf	659.014
