time_index	left_time_boundary	right_time_boundary	lambda
0	0	6.27557e-06	2.48248
1	6.27557e-06	1.55369e-05	2.48248
2	1.55369e-05	2.92045e-05	3.91543
3	2.92045e-05	4.93748e-05	13.3532
4	4.93748e-05	7.91416e-05	59.2802
5	7.91416e-05	0.000123071	166.134
6	0.000123071	0.0001879	368.228
7	0.0001879	0.000283573	571.595
8	0.000283573	0.000424765	581.51
9	0.000424765	0.000633133	500.573
10	0.000633133	0.000940636	438.433
11	0.000940636	0.00139444	408.331
12	0.00139444	0.00206415	401.282
13	0.00206415	0.0030525	414.437
14	0.0030525	0.00451107	468.771
15	0.00451107	0.00666359	578.222
16	0.00666359	0.00984023	712.807
17	0.00984023	0.0145282	928.618
18	0.0145282	0.0214466	103633
19	0.0214466	inf	103633
