time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.61115e-05	17.5482
1	1.61115e-05	3.87514e-05	17.5482
2	3.87514e-05	7.05647e-05	85.7613
3	7.05647e-05	0.000115269	130.549
4	0.000115269	0.000178086	230.288
5	0.000178086	0.000266357	425.061
6	0.000266357	0.000390395	483.878
7	0.000390395	0.000564692	443.048
8	0.000564692	0.000809614	391.464
9	0.000809614	0.00115378	353.066
10	0.00115378	0.00163739	332.688
11	0.00163739	0.00231696	335.027
12	0.00231696	0.00327189	373.359
13	0.00327189	0.00461375	467.6
14	0.00461375	0.00649933	599.203
15	0.00649933	0.00914893	715.579
16	0.00914893	0.0128721	768.353
17	0.0128721	0.018104	732.893
18	0.018104	0.0254557	737.727
19	0.0254557	inf	737.727
