time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	7.48945e-06	17.5482	0.397172	7.118970000000001
1	7.48945e-06	1.85422e-05	17.5482	0.397172	7.118970000000001
2	1.85422e-05	3.48535e-05	17.5482	0.397068	7.118970000000001
3	3.48535e-05	5.89253e-05	72.11868	8.53002	42.007481
4	5.89253e-05	9.44498e-05	112.63392000000002	21.0587	81.64985
5	9.44498e-05	0.000146876	190.39239999999998	78.3844	159.1776
6	0.000146876	0.000224245	327.6745	175.704	265.25919999999996
7	0.000224245	0.000338424	460.35119999999984	252.33	312.23740000000004
8	0.000338424	0.000506927	459.38	283.373	321.0195
9	0.000506927	0.000755599	406.9391999999999	301.064	314.951
10	0.000755599	0.00112258	360.7456	320.911	309.8989
11	0.00112258	0.00166417	334.7258	349.069	319.104
12	0.00166417	0.00246342	338.86019999999996	391.327	344.2472
13	0.00246342	0.00364294	401.6312999999999	458.511	412.8569
14	0.00364294	0.00538364	520.2411999999999	551.336	535.3494000000001
15	0.00538364	0.00795252	657.3910000000001	638.305	622.8749
16	0.00795252	0.0117436	747.2433999999997	699.738	655.0165
17	0.0117436	0.0173384	743.5310000000001	748.796	701.3965999999999
18	0.0173384	0.025595	737.2435999999999	984.221	64188.8249
19	0.025595	inf	737.727	984.221	91387.1
