time_index	left_time_boundary	right_time_boundary	lambda
0	0	7.59221e-06	0.391675
1	7.59221e-06	1.87966e-05	0.391675
2	1.87966e-05	3.53317e-05	0.391677
3	3.53317e-05	5.97338e-05	6.78375
4	5.97338e-05	9.57458e-05	28.4868
5	9.57458e-05	0.000148891	84.4366
6	0.000148891	0.000227322	168.71
7	0.000227322	0.000343068	254.414
8	0.000343068	0.000513883	280.324
9	0.000513883	0.000765966	293.417
10	0.000765966	0.00113798	312.673
11	0.00113798	0.001687	341.281
12	0.001687	0.00249722	384.264
13	0.00249722	0.00369292	454.197
14	0.00369292	0.00545751	551.405
15	0.00545751	0.00806164	655.124
16	0.00806164	0.0119047	766.402
17	0.0119047	0.0175763	961.024
18	0.0175763	0.0259462	2939.59
19	0.0259462	inf	2939.59
