time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.3537e-05	28.7437
1	1.3537e-05	3.25592e-05	28.7437
2	3.25592e-05	5.9289e-05	132.931
3	5.9289e-05	9.68496e-05	183.371
4	9.68496e-05	0.000149629	373.349
5	0.000149629	0.000223795	733.195
6	0.000223795	0.000328013	885.565
7	0.000328013	0.000474459	717.59
8	0.000474459	0.000680244	536.677
9	0.000680244	0.000969411	442.213
10	0.000969411	0.00137575	387.676
11	0.00137575	0.00194673	360.814
12	0.00194673	0.00274907	349.616
13	0.00274907	0.00387651	381.106
14	0.00387651	0.00546079	494.245
15	0.00546079	0.007687	661.583
16	0.007687	0.0108153	796.736
17	0.0108153	0.0152111	1094.44
18	0.0152111	0.0213881	115968
19	0.0213881	inf	115968
