time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.36013e-05	81.1267
1	1.36013e-05	3.27136e-05	81.1267
2	3.27136e-05	5.95703e-05	185.963
3	5.95703e-05	9.7309e-05	269.838
4	9.7309e-05	0.000150339	445.213
5	0.000150339	0.000224857	787.286
6	0.000224857	0.000329569	907.818
7	0.000329569	0.00047671	715.032
8	0.00047671	0.000683471	537.536
9	0.000683471	0.00097401	444.804
10	0.00097401	0.00138227	392.613
11	0.00138227	0.00195596	358.905
12	0.00195596	0.00276211	345.17
13	0.00276211	0.0038949	377.245
14	0.0038949	0.00548669	501.425
15	0.00548669	0.00772347	681.755
16	0.00772347	0.0108666	823.681
17	0.0108666	0.0152832	867.486
18	0.0152832	0.0214895	803.118
19	0.0214895	inf	803.118
