left_time_boundary	im_N1	im_N2	m	M
0.0	19973488.25189851	19971441.489170667	0.004143926335559689	0.9980330744193808
751.8574257425743	19993148.77696945	19991099.999549463	0.004143926335559689	0.9999998004542519
1861.4257425742576	2.127599648856762	2.127605035689796	1.2733044772140097e-08	0.9999998004625728
3498.9009900990104	2.1002308354750605	2.100223230029783	8.788975506543713e-08	0.9999998005473141
5915.445544554455	2.100373977378111	2.100370494975751	3.810381849201568e-07	0.9999998010886457
9481.722772277228	2.1017002598981973	2.101758191710921	0.0010279194351730248	0.9999999999960224
14744.752475247526	2.1004471152086266	2.10036154264354	6.856838799910025e-05	0.999999999998629
22511.683168316835	2.100309116098368	2.1003261532979463	4.585233376757592e-05	0.9999999999995208
33974.05940594059	2.005104421478924	2.005105847969163	2.3844307595659163e-05	0.9999999999997861
50889.90099009902	2.0782882609922684	2.0782884968442232	1.0361021136850994e-05	0.9999999999998725
75853.76237623762	2.079300289284664	2.079300342292519	6.461703486869008e-07	0.9999999999998784
112695.0495049505	2.1001838856263326	2.1001838804885757	1.3450867690619815e-22	0.9999999999998784
167063.36633663368	2.0949888545803503	2.094988849298856	2.6623511303591797e-30	0.9999999999998784
247300.00000000003	2.0388605665761825	2.038860561585665	1.3450867690619815e-22	0.9999999999998784
365710.89108910895	2.079300287860563	2.0793002827524663	8.989055712939947e-19	0.9999999999998784
540458.4158415842	2.079299987309666	2.0792999815750606	2.6623511303591797e-30	0.9999999999998784
798345.5445544556	2.1003315320563525	2.100331526925299	1.970693036013922e-38	0.9999999999998784
1178930.693069307	2.100331806327201	2.1003317835498474	9.949636860929745e-05	1.0
1740584.1584158416	2.093511243089929	2.0935112439919257	0.00010000018448692485	1.0
2569455.4455445544	2.093511243089929	2.0935112439919257	0.00010000018448692485	1.0
