time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	7.64517e-06	14.581200000000003	0.389009	10.4092
1	7.64517e-06	1.89277e-05	14.581200000000003	0.389009	10.4092
2	1.89277e-05	3.55782e-05	14.581200000000003	2.10297	10.4092
3	3.55782e-05	6.01505e-05	66.68607999999999	4.87587	34.081450000000004
4	6.01505e-05	9.64137e-05	102.14912000000001	26.0558	98.27034999999998
5	9.64137e-05	0.00014993	184.12759999999997	70.9683	185.09160000000003
6	0.00014993	0.000228908	332.2114	160.094	257.3736
7	0.000228908	0.000345461	447.68360000000007	239.791	299.833
8	0.000345461	0.000517467	451.7272000000001	269.795	308.5405
9	0.000517467	0.000771309	396.7023	291.057	303.1615
10	0.000771309	0.00114592	355.1114	315.117	300.826
11	0.00114592	0.00169877	332.5531	340.329	307.5485
12	0.00169877	0.00251464	336.1746999999999	377.693	331.85620000000006
13	0.00251464	0.00371868	396.4978	445.595	389.4341999999999
14	0.00371868	0.00549558	522.9788000000001	557.17	528.0806
15	0.00549558	0.00811787	678.4425000000001	656.688	667.7397000000001
16	0.00811787	0.0119878	797.5965999999999	743.998	765.0356
17	0.0119878	0.0176989	841.6365999999999	901.456	850.0969999999999
18	0.0176989	0.0261272	562.2527	84803.4	61988.548299999995
19	0.0261272	inf	530.971	84803.4	88176.4
