time_index	left_time_boundary	right_time_boundary	lambda
0	0	7.4881e-06	0.397316
1	7.4881e-06	1.85388e-05	0.397316
2	1.85388e-05	3.48472e-05	1.78163
3	3.48472e-05	5.89147e-05	5.71696
4	5.89147e-05	9.44328e-05	28.9395
5	9.44328e-05	0.00014685	93.1274
6	0.00014685	0.000224205	179.286
7	0.000224205	0.000338363	257.533
8	0.000338363	0.000506836	280.304
9	0.000506836	0.000755463	295.904
10	0.000755463	0.00112238	317.61
11	0.00112238	0.00166387	344.921
12	0.00166387	0.00246298	386.501
13	0.00246298	0.00364228	458.317
14	0.00364228	0.00538267	560.138
15	0.00538267	0.00795109	653.425
16	0.00795109	0.0117415	726.661
17	0.0117415	0.0173353	747.093
18	0.0173353	0.0255904	86723.5
19	0.0255904	inf	86723.5
