time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	7.0218e-06	73.64109999999998	0.423525	20.418400000000002
1	7.0218e-06	1.73844e-05	73.64109999999998	0.423525	20.418400000000002
2	1.73844e-05	3.26772e-05	73.64109999999998	7.07289	20.418400000000002
3	3.26772e-05	5.5246e-05	166.037	33.8595	50.44069999999999
4	5.5246e-05	8.85523e-05	201.54739999999998	36.8582	101.94870000000002
5	8.85523e-05	0.000137705	376.273	88.9811	166.6702
6	0.000137705	0.000210243	686.2886000000002	199.0	237.90859999999995
7	0.000210243	0.000317293	860.3262000000001	309.917	295.8868
8	0.000317293	0.000475274	741.1420999999998	333.536	320.56200000000007
9	0.000475274	0.000708418	533.5462000000001	339.936	314.61199999999997
10	0.000708418	0.00105249	433.6209999999999	353.197	309.117
11	0.00105249	0.00156025	380.42169999999993	375.948	313.05400000000003
12	0.00156025	0.0023096	352.05679999999995	407.17	329.9638000000001
13	0.0023096	0.00341547	361.77200000000005	449.178	377.34279999999995
14	0.00341547	0.00504748	461.03610000000003	530.916	488.09290000000004
15	0.00504748	0.00745596	639.8514000000001	627.561	662.4357
16	0.00745596	0.0110103	757.2590999999998	681.102	779.5046000000001
17	0.0110103	0.0162558	24057.0496	762.767	819.8926
18	0.0162558	0.0239968	116800.0	92575.7	764.219
19	0.0239968	inf	116800.0	92575.7	715.299
