time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	6.38452e-06	10.453600000000003	0.466057	43.5416
1	6.38452e-06	1.58066e-05	10.453600000000003	0.466057	43.5416
2	1.58066e-05	2.97115e-05	10.453600000000003	1.24202	43.5416
3	2.97115e-05	5.0232e-05	50.53899999999999	18.9816	140.41792
4	5.0232e-05	8.05155e-05	94.13111999999997	50.4197	219.41100000000003
5	8.05155e-05	0.000125207	118.54539999999997	124.69	337.14599999999996
6	0.000125207	0.000191162	230.11200000000005	301.31	588.7099999999999
7	0.000191162	0.000288496	400.5484	516.562	807.8434000000001
8	0.000288496	0.000432139	462.5768	557.033	759.9582999999999
9	0.000432139	0.000644124	417.0732000000001	484.961	599.0868
10	0.000644124	0.000956966	365.6852	423.065	471.518
11	0.000956966	0.00141865	335.40950000000004	394.999	402.38229999999993
12	0.00141865	0.00209999	329.19259999999997	392.974	357.85200000000003
13	0.00209999	0.00310549	353.803	407.037	354.99139999999994
14	0.00310549	0.00458938	431.02740000000006	459.749	417.6020000000001
15	0.00458938	0.00677927	566.1926000000001	576.775	556.923
16	0.00677927	0.0100111	715.4372	688.632	713.0596999999998
17	0.0100111	0.0147804	827.1904000000001	789.502	789.387
18	0.0147804	0.0218189	38819.9516	101945.0	1010.7577000000001
19	0.0218189	inf	95664.5	101945.0	1034.18
