The split time is estimated to be around [0.0, 0.0, 0.0] gens (i.e. 0.25,0.5,0.75 quantile)
Initial Chi-Square distance is 1.987553863157876e+276 and final Chi-Square distance is 0.00010610438282382453
left_boundaries	IM_lambda00	IM_lambda01	IM_lambda11	IM_rCCR	MSMC_lambda00	MSMC_lambda01	MSMC_lambda11	MSMC_rCCR	msmc_N1	msmc_N2	naive_im_N1	naive_im_N2	im_N1	im_N2
0.0	3.8672469676407846e-07	0.0	1.0323522495323128e-07	0.0	9.977082999999996e-07	1.4090812999999999e-08	3.8988525e-08	0.02718405740270306	501148.48197614495	12824286.12008277	1292909.4112265222	4843308.088169666	2579792.890024103	9664042.709847068
691.7871287128713	1.2317027503833502e-07	1.224756586952708e-07	1.218294469953894e-07	0.9998024298036706	9.977082999999996e-07	1.4090812999999999e-08	3.8988525e-08	0.02718405740270306	501148.48197614495	12824286.12008277	1292909.4112265222	4843308.088169666	2585816.638660349	9686607.995734617
1712.7029702970299	5.819656458317114e-08	5.81854529056645e-08	5.818717681335312e-08	0.999889713244812	9.977082999999996e-07	3.0782577999999996e-08	3.8988525e-08	0.059385882656677394	501148.48197614495	12824286.12008277	1.1343032872330137	1.1343071132463638	2.2686046589034032	2.268612310923642
3219.356435643564	2.4652791548044787e-07	2.464808400379435e-07	2.464881438177392e-07	0.9998897009108032	2.8312219e-06	1.1387850999999999e-07	3.3115248749999997e-07	0.07202089066375604	176602.19426813562	1509878.4362898679	1.050169031451772	1.0501687156388102	2.100336291367403	2.1003356597420124
5442.821782178218	4.630882655342003e-33	4.6299979235712995e-33	4.630135148929656e-33	0.9998896495881275	3.20142124e-06	3.9803797e-07	9.13922235e-07	0.1934409472346655	156180.63432352315	547092.4996151341	1.0501657727744642	1.0501657685005528	2.100329774018285	2.1003297654704687
8724.158415841584	1.0831550055429233e-06	1.0829480571126048e-06	1.082980162711622e-06	0.9998896402990731	4.735835459999999e-06	1.1045158e-06	1.7130993799999996e-06	0.34254208715186835	105577.99235702334	291868.6480407226	1.0467744811050983	1.045139969661235	2.0935489621443857	2.090279939256762
13566.633663366338	3.682286500456914e-08	3.681579270312653e-08	3.6816889476016885e-08	0.9998890670617986	7.66654842e-06	2.3857008e-06	2.270177e-06	0.48017846909570744	65218.39719887924	220247.14372491662	1.0501658827584124	1.0501850361042173	2.100331765492682	2.1003700721842913
20713.069306930694	1.2883230313571514e-08	1.2880755296010646e-08	1.28811392522107e-08	0.999889033816503	9.45118206e-06	3.3185065e-06	2.99164626e-06	0.5334006730071158	52903.43544604197	167132.0592562304	1.050069598607916	1.050051560606089	2.1001391972076155	2.100103121203962
31259.60396039604	4.1541661181735406e-09	4.153367937463168e-09	4.153491767962342e-09	0.9998890167093801	7.849599810000002e-06	3.4869138999999996e-06	3.2432554399999997e-06	0.6286774363164974	63697.51479088459	154166.08689940255	1.1112359823631848	1.1112327739432735	2.22247196472327	2.222465547883447
46823.960396039605	1.2082651694265457e-09	1.2080325412052404e-09	1.2080690182135998e-09	0.9998886307899623	5.673761860000001e-06	3.4914185e-06	3.1424311800000002e-06	0.7920467449292602	88124.95348544641	159112.47418312595	1.040743368457116	1.040742690393304	2.0814867369128214	2.0814853807851974
69793.26732673268	2.0978410486446184e-10	2.0974379364032923e-10	2.0975004747750824e-10	0.9998890076980582	4.552277049999999e-06	3.6238092999999998e-06	3.0585951199999995e-06	0.9522717552093639	109835.14283253039	163473.74542335636	1.0501657885599611	1.0501657685048182	2.100331577118773	2.100331537008487
103691.0891089109	8.181382913989119e-31	8.17981078291545e-31	8.180054717780882e-31	0.9998890032783198	3.967235559999999e-06	3.8490897999999996e-06	3.0840248999999997e-06	1.0917451771452504	126032.34479981322	162125.79866005623	1.153624904224363	1.1536247387431124	2.3072498084474633	2.3072494774849623
153715.84158415842	4.473406614003379e-27	4.472547000814152e-27	4.472680356904479e-27	0.999889005183743	3.6452364499999997e-06	4.1618666e-06	3.2799164199999996e-06	1.2019566002735764	137165.31337768227	152442.90889583097	1.043181063469235	1.0431809607389895	2.0863621269373285	2.0863619214768376
227541.58415841585	8.854283200699538e-35	8.852581749824857e-35	8.852845710769173e-35	0.9998890044891623	3.7306935599999992e-06	4.6066908e-06	3.7976151499999995e-06	1.223831534400507	134023.33693684562	131661.57713479735	1.0513113418288493	1.0513113385895165	2.1026226836565485	2.102622677177883
336492.0792079208	8.85428317945254e-35	8.852581738348699e-35	8.852845692514231e-35	0.9998890054235454	4.62579293e-06	5.354848299999999e-06	4.86074216e-06	1.1289365925910466	108089.57676365336	102864.95015403161	1.039649993654896	1.0396499973868638	2.079299987308654	2.07929999477259
497277.2277227723	8.854283191405817e-35	8.852581770735718e-35	8.852845727812156e-35	0.9998890064134336	6.257053020000002e-06	6.3059855e-06	6.2703961299999994e-06	1.0067469321956894	79909.82310710863	79739.7787370732	1.0396501439303445	1.0396501448152133	2.0793002878595512	2.079300289629289
734560.396039604	2.38327127652536e-21	2.382813322417877e-21	2.3828843563738407e-21	0.999889011584138	7.600013659999999e-06	7.141204999999999e-06	7.281918199999998e-06	0.9597147826209709	65789.35543650063	68663.22667563062	1.0501657946274712	1.0501657954825003	2.1003315892549423	2.1003315909650007
1084732.6732673268	1.897494834852081e-51	1.8971302113468464e-51	1.8971867799125984e-51	0.9998890046349743	7.1491516799999985e-06	8.9670325e-06	7.959039369999998e-06	1.187042508308763	69938.36784842143	62821.65180444385	1.0501658032381411	1.0501655936582424	2.1003316064762823	2.1003311873164847
