time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.64156e-05	15.1042
1	1.64156e-05	3.94828e-05	15.1042
2	3.94828e-05	7.18967e-05	90.7522
3	7.18967e-05	0.000117444	122.391
4	0.000117444	0.000181448	222.589
5	0.000181448	0.000271385	385.082
6	0.000271385	0.000397764	464.45
7	0.000397764	0.000575351	429.721
8	0.000575351	0.000824896	380.917
9	0.000824896	0.00117555	345.942
10	0.00117555	0.0016683	327.639
11	0.0016683	0.0023607	329.236
12	0.0023607	0.00333365	359.128
13	0.00333365	0.00470084	442.658
14	0.00470084	0.00662201	574.342
15	0.00662201	0.00932162	674.307
16	0.00932162	0.0131151	721.233
17	0.0131151	0.0184457	769.117
18	0.0184457	0.0259362	95603.3
19	0.0259362	inf	95603.3
