time_index	left_time_boundary	right_time_boundary	lambda
0	0	6.97988e-06	0.426098
1	6.97988e-06	1.72806e-05	0.426098
2	1.72806e-05	3.24821e-05	0.861323
3	3.24821e-05	5.49162e-05	22.5367
4	5.49162e-05	8.80237e-05	38.6649
5	8.80237e-05	0.000136883	107.172
6	0.000136883	0.000208988	245.033
7	0.000208988	0.000315399	329.717
8	0.000315399	0.000472437	345.954
9	0.000472437	0.000704189	347.881
10	0.000704189	0.0010462	361.805
11	0.0010462	0.00155094	385.23
12	0.00155094	0.00229581	414.949
13	0.00229581	0.00339508	458.558
14	0.00339508	0.00501735	528.998
15	0.00501735	0.00741145	626.088
16	0.00741145	0.0109446	724.784
17	0.0109446	0.0161587	816.606
18	0.0161587	0.0238536	726.951
19	0.0238536	inf	726.951
