left_time_boundary	im_N1	im_N2	m	M
0.0	16783945.962506827	16443090.521116734	0.0047420660633654115	0.9985676061797107
690.4594059405941	16795974.423832636	16454874.70338543	0.0047420660633654115	0.9999999090012078
1709.4257425742574	2.217898076312727	2.217898514438846	1.2864935793882228e-08	0.9999999090047287
3213.1782178217827	2.1040237798643373	2.104024255008814	5.9339103291088606e-08	0.999999909028691
5432.376237623763	2.1038368015286495	2.1038367837934895	6.734190845477693e-29	0.999999909028691
8707.425742574258	2.065168046588319	2.058634116177731	0.0010638773949492545	0.9999999999968904
13540.594059405943	2.1003316007807262	2.1003722743144833	6.911854244658384e-05	0.9999999999988399
20673.366336633662	2.0222478434886377	2.0222176017919327	4.966010676760005e-05	0.9999999999995922
31199.702970297032	2.0654390819680213	2.0654324557257815	3.302086201787105e-05	0.9999999999998538
46734.05940594059	2.0932809240634414	2.0932806346789854	1.4806035586398637e-05	0.9999999999999258
69659.40594059406	2.100331680883693	2.10033160653556	3.2837187441911925e-06	0.9999999999999406
103492.0792079208	2.0910810363361376	2.0910808174696465	7.707488386642779e-27	0.9999999999999406
153420.79207920792	2.228635966259779	2.2286359757286003	1.3450867690619815e-22	0.9999999999999406
227104.95049504953	2.0809253331523228	2.0809252280287334	1.3707411379141013e-17	0.9999999999999406
335845.54455445544	2.1003310531421344	2.100331048766014	1.3450867690619815e-22	0.9999999999999406
496322.7722772278	2.1003311279627135	2.100331122772568	2.6623511303591797e-30	0.9999999999999406
733150.495049505	2.0931648797025164	2.093164907298808	6.053722892410593e-05	1.0
1082653.4653465347	2.098540934874026	2.0985409614491997	9.987157275297994e-05	1.0
1598445.5445544557	2.1003315608909165	2.100331387293349	9.999977566637331e-05	1.0
2359633.663366337	2.1003315608909165	2.100331387293349	9.999977566637331e-05	1.0
