time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.78848e-05	0.403947
1	1.78848e-05	4.30164e-05	0.403947
2	4.30164e-05	7.83312e-05	55.0936
3	7.83312e-05	0.000127955	127.268
4	0.000127955	0.000197687	185.181
5	0.000197687	0.000295673	268.476
6	0.000295673	0.000433363	295.217
7	0.000433363	0.000626843	297.416
8	0.000626843	0.000898721	294.577
9	0.000898721	0.00128076	299.1
10	0.00128076	0.0018176	312.861
11	0.0018176	0.00257197	343.483
12	0.00257197	0.003632	406.665
13	0.003632	0.00512155	513.438
14	0.00512155	0.00721466	626.011
15	0.00721466	0.0101559	682.468
16	0.0101559	0.0142889	665.382
17	0.0142889	0.0200965	611.245
18	0.0200965	0.0282574	635.072
19	0.0282574	inf	635.072
