time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	7.57886e-06	8.86559	0.392441	7.95852
1	7.57886e-06	1.87635e-05	8.86559	0.392441	7.95852
2	1.87635e-05	3.52696e-05	8.86559	0.556784	7.95852
3	3.52696e-05	5.96288e-05	76.58855799999998	10.8537	55.022865999999986
4	5.96288e-05	9.55774e-05	107.43491999999999	25.7576	96.47014999999998
5	9.55774e-05	0.000148629	167.9586	66.1273	147.0942
6	0.000148629	0.000226922	310.3582	152.027	218.84460000000004
7	0.000226922	0.000342465	433.58399999999995	224.179	276.22940000000006
8	0.000342465	0.000512979	441.42830000000004	257.02	300.812
9	0.000512979	0.000764619	394.73280000000005	280.143	299.7
10	0.000764619	0.00113598	352.8929999999999	305.051	298.4146
11	0.00113598	0.00168403	329.2905	339.556	308.98260000000005
12	0.00168403	0.00249283	334.4791	383.02	335.32419999999996
13	0.00249283	0.00368643	397.1848	454.065	407.5037999999999
14	0.00368643	0.00544791	518.3782	563.647	540.5641999999999
15	0.00544791	0.00804746	639.882	607.336	647.1952
16	0.00804746	0.0118838	711.8240000000001	647.788	693.6474000000001
17	0.0118838	0.0175454	759.2520000000001	706.81	736.8431999999999
18	0.0175454	0.0259006	87071.1713	85738.9	62701.3336
19	0.0259006	inf	96660.6	85738.9	89249.5
