time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	7.11224e-06	6.7978	0.418197	2.15104
1	7.11224e-06	1.76083e-05	6.7978	0.418197	2.15104
2	1.76083e-05	3.30981e-05	6.7978	0.594158	2.15104
3	3.30981e-05	5.59575e-05	65.0701	2.86359	27.264316
4	5.59575e-05	8.96928e-05	117.24655999999999	18.1016	55.879900000000006
5	8.96928e-05	0.000139478	260.20320000000004	70.0026	109.10380000000002
6	0.000139478	0.000212951	569.1267999999999	186.962	226.06720000000004
7	0.000212951	0.000321379	783.6922000000001	298.593	290.0538000000001
8	0.000321379	0.000481395	709.5798999999998	331.227	307.3935
9	0.000481395	0.000717542	549.0738	336.741	306.122
10	0.000717542	0.00106604	431.811	354.219	307.5775
11	0.00106604	0.00158035	378.22810000000004	379.768	315.89339999999993
12	0.00158035	0.00233935	358.06080000000003	411.093	338.21799999999996
13	0.00233935	0.00345946	370.8705	457.612	391.6814
14	0.00345946	0.00511249	468.6504999999999	532.56	501.8280000000001
15	0.00511249	0.00755199	623.2316000000001	642.755	660.5345000000002
16	0.00755199	0.0111521	729.519	767.145	770.9569999999999
17	0.0111521	0.0164651	12152.9697	981.876	731.6862000000001
18	0.0164651	0.0243059	113883.00000000001	91200.0	508.6245
19	0.0243059	inf	113883.0	91200.0	377.817
