time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.63548e-05	20.6636
1	1.63548e-05	3.93365e-05	20.6636
2	3.93365e-05	7.16302e-05	75.7035
3	7.16302e-05	0.000117009	130.717
4	0.000117009	0.000180775	247.773
5	0.000180775	0.000270379	402.679
6	0.000270379	0.00039629	459.47
7	0.00039629	0.000573219	428.887
8	0.000573219	0.000821838	381.004
9	0.000821838	0.0011712	341.947
10	0.0011712	0.00166211	324.899
11	0.00166211	0.00235195	331.427
12	0.00235195	0.0033213	370.747
13	0.0033213	0.00468342	466.97
14	0.00468342	0.00659747	610.645
15	0.00659747	0.00928708	719.374
16	0.00928708	0.0130665	744.014
17	0.0130665	0.0183773	685.108
18	0.0183773	0.02584	690.397
19	0.02584	inf	690.397
