The split time is estimated to be around [0.0, 0.0, 0.0] gens (i.e. 0.25,0.5,0.75 quantile)
Initial Chi-Square distance is 2.209661503877093e+273 and final Chi-Square distance is 8.122698464638346e-05
left_boundaries	IM_lambda00	IM_lambda01	IM_lambda11	IM_rCCR	MSMC_lambda00	MSMC_lambda01	MSMC_lambda11	MSMC_rCCR	msmc_N1	msmc_N2	naive_im_N1	naive_im_N2	im_N1	im_N2
0.0	5.3087534819366015e-08	0.0	6.16267085325964e-08	0.0	3.744716399999999e-08	3.9397373e-09	1.1014756999999998e-07	0.05338587892979976	13352145.972923348	4539364.781265716	9418406.82000557	8113365.323340829	18480506.13984053	15919794.136974938
754.8495049504951	2.8558448944598044e-08	2.8636894699911172e-08	2.8881622961203855e-08	0.9971051131995056	3.744716399999999e-08	3.9397373e-09	1.1014756999999998e-07	0.05338587892979976	13352145.972923348	4539364.781265716	9418406.82000557	8113365.323340829	18833975.33602187	16224285.626244158
1868.8316831683169	4.445989123787458e-08	4.458580465383441e-08	4.4460112662156186e-08	1.002829570362153	3.744716399999999e-08	3.1714101e-08	1.1014756999999998e-07	0.4297456981087144	13352145.972923348	4539364.781265716	1.037534500124804	1.0375402427604792	2.0747563776081255	2.074767861149145
3512.8217821782177	1.0446134532922362e-07	1.0475720833693364e-07	1.0446186565887393e-07	1.0028297750306137	6.492434328e-07	4.1252238e-08	3.5818225899999993e-07	0.08189633902683839	770127.1583813238	1395937.3682994167	1.049965783117098	1.0499654393492606	2.0996153584863495	2.099614671054204
5938.980198019803	4.894830572736544e-07	4.908697579837117e-07	4.894854965295307e-07	1.0028304914938007	1.1054409600000002e-06	2.3615112999999998e-07	1.04208972e-06	0.2199280617495066	452308.19020854804	479805.1361642835	1.0501736459630269	1.050173367614057	2.1000321325106466	2.1000315758962405
9519.445544554455	8.535884748878742e-07	8.560109388565426e-07	8.535927357215692e-07	1.0028354735124538	1.8732227600000003e-06	7.938408099999999e-07	1.9299483999999997e-06	0.41746257352246013	266919.6695004923	259074.284058579	1.0469519985646334	1.037874789606576	2.093903988046588	2.0757495702092217
14803.366336633664	2.8347271922392247e-08	2.8428086345196733e-08	2.834741407204351e-08	1.0028483568278967	3.2143674199999996e-06	1.6232113999999998e-06	2.6098218199999995e-06	0.5574033854710394	155551.6015029794	191583.96031802666	1.0502217021910327	1.050174366650202	2.1004434010712307	2.1003487299897183
22601.287128712873	9.762090960768886e-09	9.789927599479366e-09	9.762139917549843e-09	1.0028489890837018	4.348593380000001e-06	2.3828525999999997e-06	3.0214675199999997e-06	0.6466303690923366	114979.70867995937	165482.50037121036	1.0866933704805062	1.0866813897372094	2.1733867397522952	2.173362778265715
34109.20792079208	3.231505130512648e-09	3.2407208183911137e-09	3.2315213393118124e-09	1.0028493101558142	4.4739616499999994e-06	2.6682078999999996e-06	3.1244501499999997e-06	0.7023067373105522	111757.77512531876	160028.15727432875	1.0476165260988737	1.0476144159299876	2.0952330517717095	2.0952288314339382
51092.37623762377	8.563736433684225e-10	8.588160071679926e-10	8.563779400231801e-10	1.0028494680674698	4.0286465900000005e-06	2.8536136e-06	3.06811235e-06	0.80420192488601	124111.15962395698	162966.65276941375	1.0356349525173545	1.0356351711337815	2.0712699048000305	2.071270342032884
