time_index	left_time_boundary	right_time_boundary	lambda
0	0	6.35519e-06	0.467906
1	6.35519e-06	1.5734e-05	0.467906
2	1.5734e-05	2.9575e-05	0.467926
3	2.9575e-05	5.00012e-05	12.6744
4	5.00012e-05	8.01457e-05	54.3085
5	8.01457e-05	0.000124632	133.794
6	0.000124632	0.000190284	310.692
7	0.000190284	0.000287171	533.177
8	0.000287171	0.000430154	564.702
9	0.000430154	0.000641165	491.28
10	0.000641165	0.00095257	424.335
11	0.00095257	0.00141213	394.326
12	0.00141213	0.00209034	392.621
13	0.00209034	0.00309123	407.98
14	0.00309123	0.0045683	466.618
15	0.0045683	0.00674813	587.939
16	0.00674813	0.00996507	669.315
17	0.00996507	0.0147125	752.586
18	0.0147125	0.0217187	102448
19	0.0217187	inf	102448
