time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.76664e-05	4.57876
1	1.76664e-05	4.2491e-05	4.57876
2	4.2491e-05	7.73745e-05	64.5792
3	7.73745e-05	0.000126393	145.272
4	0.000126393	0.000195272	227.414
5	0.000195272	0.000292062	285.842
6	0.000292062	0.00042807	305.135
7	0.00042807	0.000619188	303.295
8	0.000619188	0.000887745	299.281
9	0.000887745	0.00126512	301.761
10	0.00126512	0.00179541	312.6
11	0.00179541	0.00254056	339.133
12	0.00254056	0.00358765	397.72
13	0.00358765	0.005059	506.063
14	0.005059	0.00712655	636.915
15	0.00712655	0.0100318	734.019
16	0.0100318	0.0141144	773.807
17	0.0141144	0.0198511	723.806
18	0.0198511	0.0279123	414.695
19	0.0279123	inf	414.695
