left_time_boundary	im_N1	im_N2	m	M
0.0	17470511.828801807	19992825.970600214	0.005305415724447865	0.9996539196124242
751.009900990099	17473535.429149568	19996286.1048052	0.005305415724447865	0.9999999972972676
1859.3267326732675	2.0012517003684045	2.001254215453321	1.1205016699577149e-08	0.9999999972973667
3494.9603960396043	2.1003813665997844	2.1003789556790795	2.2547759880034122e-08	0.9999999972976609
5908.772277227723	2.0993922648539263	2.0993907888477077	5.677295450705011e-07	0.9999999973085691
9471.0198019802	2.1003316764387097	2.0982084594878847	0.0010150623554707023	0.9999999999999376
14728.118811881188	2.1003315990559637	2.100349136827451	6.445226905045939e-05	0.999999999999977
22486.336633663366	2.100331727243566	2.1003510139156414	4.4581652475396675e-05	0.9999999999999918
33935.74257425743	2.036566604009591	2.0365700124178785	2.998765787686051e-05	0.999999999999997
50832.47524752476	2.0574294419993127	2.057429888042862	1.0590275432934437e-05	0.9999999999999982
75768.21782178218	2.0933692977366625	2.093369376245513	7.675224240776901e-07	0.9999999999999983
112567.32673267327	2.01042248421757	2.0104224840385077	2.313892583742126e-27	0.9999999999999983
166875.24752475249	2.0191588969103487	2.019158897198877	2.6623511303591797e-30	0.9999999999999983
247020.79207920792	2.114266837503539	2.1142668183488618	2.6623511303591797e-30	0.9999999999999983
365298.01980198023	2.0792999870628495	2.079299981331394	2.6623511303591797e-30	0.9999999999999983
539848.5148514851	2.0792999825799376	2.079299989998556	2.6623511303591797e-30	0.9999999999999983
797444.5544554455	2.079300009892121	2.0793001660063837	5.298518631707178e-08	0.9999999999999984
1177594.0594059406	2.0793002888759218	2.07930029009515	9.999947520082447e-05	1.0
1738623.7623762377	2.100329588449633	2.100329429725529	9.999999882928092e-05	1.0
2566554.455445545	2.100329588449633	2.100329429725529	9.999999882928092e-05	1.0
