time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	6.32772e-06	15.1042	0.470043	51.81629999999999
1	6.32772e-06	1.5666e-05	15.1042	0.470043	51.81629999999999
2	1.5666e-05	2.94472e-05	15.1042	2.80294	51.81629999999999
3	2.94472e-05	4.97851e-05	52.928200000000004	13.5739	167.06326
4	4.97851e-05	7.97993e-05	97.07996	45.5502	270.4355
5	7.97993e-05	0.000124093	132.41080000000002	123.127	414.44780000000003
6	0.000124093	0.000189461	238.83830000000006	320.15	686.8955999999998
7	0.000189461	0.00028593	393.01879999999994	541.934	893.7876000000002
8	0.00028593	0.000428295	457.5042	571.358	815.2183000000001
9	0.000428295	0.000638394	415.07980000000003	495.541	604.0078
10	0.000638394	0.000948453	370.42449999999997	430.604	469.56070000000005
11	0.000948453	0.00140603	336.79049999999995	400.441	405.8138
12	0.00140603	0.00208131	328.59720000000004	396.73	362.61560000000003
13	0.00208131	0.00307786	350.16040000000004	411.947	357.04110000000003
14	0.00307786	0.00454856	425.95200000000006	463.497	427.4465
15	0.00454856	0.00671897	561.1735999999999	562.63	565.14
16	0.00671897	0.009922	678.9996	658.031	714.9390000000001
17	0.009922	0.0146489	735.5981999999999	741.35	852.8052000000001
18	0.0146489	0.0216249	38702.7902	102916.0	1004.5182000000002
19	0.0216249	inf	95603.3	102916.0	1018.64
