time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.81647e-05	14.0289
1	1.81647e-05	4.36896e-05	14.0289
2	4.36896e-05	7.95571e-05	33.8801
3	7.95571e-05	0.000129958	68.0681
4	0.000129958	0.000200781	133.371
5	0.000200781	0.0003003	276.342
6	0.0003003	0.000440145	347.341
7	0.000440145	0.000636653	341.31
8	0.000636653	0.000912786	321.82
9	0.000912786	0.00130081	306.37
10	0.00130081	0.00184605	298.994
11	0.00184605	0.00261222	310.105
12	0.00261222	0.00368884	357.515
13	0.00368884	0.0052017	464.698
14	0.0052017	0.00732757	620.928
15	0.00732757	0.0103148	751.664
16	0.0103148	0.0145125	826.376
17	0.0145125	0.020411	928.472
18	0.020411	0.0286996	86046.3
19	0.0286996	inf	86046.3
