time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	6.99295e-06	28.6056	0.425315	10.656999999999998
1	6.99295e-06	1.7313e-05	28.6056	0.425315	10.656999999999998
2	1.7313e-05	3.25429e-05	28.6056	0.425233	10.656999999999998
3	3.25429e-05	5.50189e-05	132.99499999999998	13.5441	45.09485000000001
4	5.50189e-05	8.81884e-05	243.01369999999997	36.3715	99.07839000000003
5	8.81884e-05	0.000137139	401.8660000000001	95.9725	160.39880000000002
6	0.000137139	0.000209379	726.2870000000001	217.329	235.75659999999996
7	0.000209379	0.000315989	915.2873999999997	314.417	292.0063999999999
8	0.000315989	0.000473321	760.3026999999998	339.881	316.3072
9	0.000473321	0.000705507	547.3940999999999	339.952	310.6629
10	0.000705507	0.00104816	446.13699999999994	353.979	303.12260000000003
11	0.00104816	0.00155384	387.34659999999997	378.825	307.974
12	0.00155384	0.00230011	356.95550000000003	411.521	330.16780000000006
13	0.00230011	0.00340144	367.4418	453.669	380.6067999999999
14	0.00340144	0.00502674	461.1936	522.903	476.80539999999996
15	0.00502674	0.00742532	618.1425999999999	608.138	601.3992
16	0.00742532	0.0109651	749.8646000000001	661.588	682.255
17	0.0109651	0.016189	24333.852	739.746	702.7429999999998
18	0.016189	0.0238982	118368.99999999997	92993.8	614.1055000000001
19	0.0238982	inf	118369.0	92993.8	534.066
