time_index	left_time_boundary	right_time_boundary	lambda
0	0	7.61733e-06	0.390432
1	7.61733e-06	1.88588e-05	0.390432
2	1.88588e-05	3.54486e-05	0.390439
3	3.54486e-05	5.99314e-05	6.69987
4	5.99314e-05	9.60625e-05	27.7647
5	9.60625e-05	0.000149384	69.8109
6	0.000149384	0.000228074	145.095
7	0.000228074	0.000344203	229.083
8	0.000344203	0.000515582	268.021
9	0.000515582	0.0007685	284.862
10	0.0007685	0.00114175	306.819
11	0.00114175	0.00169258	338.876
12	0.00169258	0.00250548	381.918
13	0.00250548	0.00370514	452.185
14	0.00370514	0.00547556	559.96
15	0.00547556	0.0080883	625.31
16	0.0080883	0.0119441	668.161
17	0.0119441	0.0176344	719.466
18	0.0176344	0.026032	85281.7
19	0.026032	inf	85281.7
