time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	6.98705e-06	98.78299999999997	1.39513	3.86025
1	6.98705e-06	1.72983e-05	98.78299999999997	1.39513	3.86025
2	1.72983e-05	3.25155e-05	98.78299999999997	3.04778	3.86025
3	3.25155e-05	5.49725e-05	280.319	11.2751	32.787375
4	5.49725e-05	8.8114e-05	316.9724	39.4097	90.48735
5	8.8114e-05	0.000137023	468.89459999999997	109.358	169.61379999999997
6	0.000137023	0.000209202	759.0641999999999	236.208	224.76999999999998
7	0.000209202	0.000315722	935.7606000000001	328.565	296.2026
8	0.000315722	0.000472922	777.1881000000002	345.239	321.1144
9	0.000472922	0.000704912	561.7586000000001	345.685	311.13180000000006
10	0.000704912	0.00104728	450.7204999999999	358.793	302.83119999999997
11	0.00104728	0.00155253	392.7956	381.098	305.349
12	0.00155253	0.00229817	360.9145	412.066	324.7442
13	0.00229817	0.00339857	369.37559999999996	456.108	376.00149999999996
14	0.00339857	0.0050225	457.99930000000006	530.183	481.26160000000004
15	0.0050225	0.00741906	619.5102000000002	624.355	620.8312999999999
16	0.00741906	0.0109558	752.4766	707.05	720.9819999999999
17	0.0109558	0.0161753	707.8367999999999	887.825	788.0236999999998
18	0.0161753	0.0238781	482.74800000000005	92947.8	44598.818499999994
19	0.0238781	inf	482.748	92947.8	88364.8
