time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	7.08603e-06	40.4121	0.419692	3.117640000000001
1	7.08603e-06	1.75434e-05	40.4121	0.419692	3.117640000000001
2	1.75434e-05	3.29761e-05	40.4121	0.419653	3.117640000000001
3	3.29761e-05	5.57513e-05	117.77690999999997	16.985	35.555420000000005
4	5.57513e-05	8.93623e-05	163.4882	30.0426	88.06074000000001
5	8.93623e-05	0.000138965	335.0478	78.9861	150.982
6	0.000138965	0.000212166	657.2636	210.632	232.51160000000002
7	0.000212166	0.000320195	839.6117999999999	303.853	306.31780000000003
8	0.000320195	0.000479621	720.0770000000001	323.236	322.95640000000003
9	0.000479621	0.000714898	536.4968999999999	331.587	310.6662
10	0.000714898	0.00106211	420.54319999999996	346.463	307.7015
11	0.00106211	0.00157453	369.6848	371.986	311.9824
12	0.00157453	0.00233073	349.8952	406.798	329.7219
13	0.00233073	0.00344671	363.00649999999996	453.908	381.5898
14	0.00344671	0.00509365	468.0413	543.551	496.9320000000001
15	0.00509365	0.00752416	638.1127999999999	604.62	671.0927999999999
16	0.00752416	0.011111	751.9885999999999	669.367	828.3162
17	0.011111	0.0164045	12225.9002	768.927	922.9694000000002
18	0.0164045	0.0242163	114448.99999999997	91726.0	763.2719999999999
19	0.0242163	inf	114449.0	91726.0	575.608
