time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.75382e-05	9.38091
1	1.75382e-05	4.21828e-05	9.38091
2	4.21828e-05	7.68133e-05	51.241
3	7.68133e-05	0.000125476	141.099
4	0.000125476	0.000193856	226.75
5	0.000193856	0.000289943	274.687
6	0.000289943	0.000424965	309.496
7	0.000424965	0.000614696	306.862
8	0.000614696	0.000881306	302.078
9	0.000881306	0.00125594	298.722
10	0.00125594	0.00178238	312.083
11	0.00178238	0.00252213	340.033
12	0.00252213	0.00356162	398.97
13	0.00356162	0.00502231	511.197
14	0.00502231	0.00707485	604.871
15	0.00707485	0.00995908	655.023
16	0.00995908	0.014012	685.327
17	0.014012	0.0197071	761.572
18	0.0197071	0.0277098	89394.7
19	0.0277098	inf	89394.7
