time_index	left_time_boundary	right_time_boundary	lambda
0	0	7.06632e-06	0.420938
1	7.06632e-06	1.74946e-05	0.420938
2	1.74946e-05	3.28844e-05	0.420814
3	3.28844e-05	5.55963e-05	7.64699
4	5.55963e-05	8.91138e-05	36.2127
5	8.91138e-05	0.000138578	92.2207
6	0.000138578	0.000211576	226.538
7	0.000211576	0.000319305	304.92
8	0.000319305	0.000478288	333.599
9	0.000478288	0.00071291	338.755
10	0.00071291	0.00105916	351.564
11	0.00105916	0.00157015	374.354
12	0.00157015	0.00232425	406.815
13	0.00232425	0.00343713	449.954
14	0.00343713	0.00507949	523.743
15	0.00507949	0.00750324	627.341
16	0.00750324	0.0110801	715.235
17	0.0110801	0.0163588	888.808
18	0.0163588	0.024149	91886.5
19	0.024149	inf	91886.5
