time_index	left_time_boundary	right_time_boundary	lambda
0	0	7.53419e-06	0.394714
1	7.53419e-06	1.86529e-05	0.394714
2	1.86529e-05	3.50617e-05	0.394703
3	3.50617e-05	5.92773e-05	6.83368
4	5.92773e-05	9.50141e-05	31.6875
5	9.50141e-05	0.000147753	90.1972
6	0.000147753	0.000225585	171.226
7	0.000225585	0.000340446	245.553
8	0.000340446	0.000509955	273.187
9	0.000509955	0.000760113	292.282
10	0.000760113	0.00112929	312.873
11	0.00112929	0.00167411	341.445
12	0.00167411	0.00247814	383.841
13	0.00247814	0.0036647	452.547
14	0.0036647	0.0054158	547.95
15	0.0054158	0.00800003	636.326
16	0.00800003	0.0118138	725.555
17	0.0118138	0.017442	889.067
18	0.017442	0.0257479	86094.7
19	0.0257479	inf	86094.7
