time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.84389e-05	3.9268
1	1.84389e-05	4.43491e-05	3.9268
2	4.43491e-05	8.07579e-05	36.3913
3	8.07579e-05	0.000131919	59.0874
4	0.000131919	0.000203811	138.409
5	0.000203811	0.000304833	277.64
6	0.000304833	0.000446789	344.92
7	0.000446789	0.000646264	338.984
8	0.000646264	0.000926564	317.274
9	0.000926564	0.00132044	299.307
10	0.00132044	0.00187392	296.915
11	0.00187392	0.00265165	310.839
12	0.00265165	0.00374453	356.01
13	0.00374453	0.00528022	465.128
14	0.00528022	0.00743818	562.978
15	0.00743818	0.0104705	618.469
16	0.0104705	0.0147315	647.216
17	0.0147315	0.0207191	703.758
18	0.0207191	0.0291328	85058.9
19	0.0291328	inf	85058.9
