time_index	left_time_boundary	right_time_boundary	lambda
0	0	7.5852e-06	0.39264
1	7.5852e-06	1.87792e-05	0.39264
2	1.87792e-05	3.52991e-05	0.392025
3	3.52991e-05	5.96786e-05	0.663747
4	5.96786e-05	9.56573e-05	30.3543
5	9.56573e-05	0.000148754	72.4379
6	0.000148754	0.000227112	151.37
7	0.000227112	0.000342751	234.992
8	0.000342751	0.000513408	269.949
9	0.000513408	0.000765259	288.324
10	0.000765259	0.00113693	308.521
11	0.00113693	0.00168544	338.191
12	0.00168544	0.00249491	381.105
13	0.00249491	0.00368951	455.384
14	0.00368951	0.00545247	565.272
15	0.00545247	0.00805419	614.619
16	0.00805419	0.0118937	660.099
17	0.0118937	0.0175601	730.255
18	0.0175601	0.0259222	85643.3
19	0.0259222	inf	85643.3
