time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.76498e-05	7.81935
1	1.76498e-05	4.24513e-05	7.81935
2	4.24513e-05	7.73021e-05	43.8897
3	7.73021e-05	0.000126274	113.226
4	0.000126274	0.00019509	206.458
5	0.00019509	0.000291789	266.859
6	0.000291789	0.000427669	295.18
7	0.000427669	0.000618608	304.187
8	0.000618608	0.000886914	302.731
9	0.000886914	0.00126394	303.838
10	0.00126394	0.00179373	312.756
11	0.00179373	0.00253818	337.8
12	0.00253818	0.00358429	397.776
13	0.00358429	0.00505427	513.571
14	0.00505427	0.00711988	650.813
15	0.00711988	0.0100225	717.578
16	0.0100225	0.0141011	721.541
17	0.0141011	0.0198325	730.003
18	0.0198325	0.0278861	88803
19	0.0278861	inf	88803
