time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.3461e-05	73.6411
1	1.3461e-05	3.23764e-05	73.6411
2	3.23764e-05	5.89561e-05	166.037
3	5.89561e-05	9.63058e-05	210.425
4	9.63058e-05	0.000148789	417.735
5	0.000148789	0.000222539	753.427
6	0.000222539	0.000326171	887.051
7	0.000326171	0.000471795	724.93
8	0.000471795	0.000676425	543.446
9	0.000676425	0.000963969	444.448
10	0.000963969	0.00136802	390.313
11	0.00136802	0.0019358	357.342
12	0.0019358	0.00273363	344.129
13	0.00273363	0.00385475	373.534
14	0.00385475	0.00543013	498.537
15	0.00543013	0.00764385	675.18
16	0.00764385	0.0107545	766.379
17	0.0107545	0.0151257	871.312
18	0.0151257	0.021268	116800
19	0.021268	inf	116800
