time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	7.05454e-06	12.959499999999997	0.421636	3.8183800000000008
1	7.05454e-06	1.74654e-05	12.959499999999997	0.421636	3.8183800000000008
2	1.74654e-05	3.28296e-05	12.959499999999997	0.421558	3.8183800000000008
3	3.28296e-05	5.55035e-05	115.022	13.168	31.26809
4	5.55035e-05	8.89651e-05	199.06920000000002	23.5562	77.24376000000001
5	8.89651e-05	0.000138347	371.9258	79.4081	141.02960000000002
6	0.000138347	0.000211223	650.6294	192.934	236.0184
7	0.000211223	0.000318772	825.3278000000003	285.709	292.1896
8	0.000318772	0.00047749	742.6062000000003	322.958	313.07939999999996
9	0.00047749	0.000711721	554.1030999999999	337.026	311.416
10	0.000711721	0.00105739	446.38699999999994	352.846	307.1245
11	0.00105739	0.00156753	384.5682000000001	376.26	310.2862
12	0.00156753	0.00232037	352.86850000000004	409.08	329.12669999999997
13	0.00232037	0.00343139	362.20320000000004	456.165	381.58320000000003
14	0.00343139	0.00507101	450.7557999999999	536.822	493.4616000000001
15	0.00507101	0.00749072	610.1708000000001	594.608	645.9772
16	0.00749072	0.0110617	707.9126999999999	645.261	726.1528000000001
17	0.0110617	0.0163316	24008.9928	753.571	771.5557999999999
18	0.0163316	0.0241087	116866.00000000003	92165.6	44987.2525
19	0.0241087	inf	116866.0	92165.6	89167.8
