time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	6.35519e-06	17.262400000000003	0.467906	70.8385
1	6.35519e-06	1.5734e-05	17.262400000000003	0.467906	70.8385
2	1.5734e-05	2.9575e-05	17.262400000000003	0.467926	70.8385
3	2.9575e-05	5.00012e-05	55.34805	12.6744	160.35410000000002
4	5.00012e-05	8.01457e-05	100.33876000000001	54.3085	203.71320000000003
5	8.01457e-05	0.000124632	138.56730000000002	133.794	357.0062000000001
6	0.000124632	0.000190284	250.44400000000002	310.692	647.6508
7	0.000190284	0.000287171	405.11999999999995	533.177	846.5584
8	0.000287171	0.000430154	462.17939999999993	564.702	766.0857999999998
9	0.000430154	0.000641165	421.323	491.28	589.2079
10	0.000641165	0.00095257	371.41259999999994	424.335	459.75099999999986
11	0.00095257	0.00141213	338.77150000000006	394.326	394.6746999999999
12	0.00141213	0.00209034	328.4906	392.621	352.73139999999995
13	0.00209034	0.00309123	351.5576000000001	407.98	352.01040000000006
14	0.00309123	0.0045683	432.88779999999997	466.618	422.6294000000001
15	0.0045683	0.00674813	578.3529000000001	587.939	571.5274999999999
16	0.00674813	0.00996507	716.9732	669.315	719.2864
17	0.00996507	0.0147125	811.9814	752.586	815.7124
18	0.0147125	0.0217187	39073.65440000001	102448.0	104643.43600000002
19	0.0217187	inf	96347.6	102448.0	116178.0
