time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.63216e-05	20.8094
1	1.63216e-05	3.92566e-05	20.8094
2	3.92566e-05	7.14848e-05	89.461
3	7.14848e-05	0.000116772	127.695
4	0.000116772	0.000180408	239.533
5	0.000180408	0.00026983	394.833
6	0.00026983	0.000395486	459.946
7	0.000395486	0.000572056	427.588
8	0.000572056	0.000820171	378.201
9	0.000820171	0.00116882	340.859
10	0.00116882	0.00165874	324.345
11	0.00165874	0.00234717	330.989
12	0.00234717	0.00331456	371.375
13	0.00331456	0.00467391	466.049
14	0.00467391	0.00658408	604.685
15	0.00658408	0.00926823	721.872
16	0.00926823	0.01304	792.699
17	0.01304	0.01834	823.287
18	0.01834	0.0257876	96049.8
19	0.0257876	inf	96049.8
