time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	7.57252e-06	13.724399999999996	0.392856	1.7970100000000002
1	7.57252e-06	1.87478e-05	13.724399999999996	0.392856	1.7970100000000002
2	1.87478e-05	3.52401e-05	13.724399999999996	0.618367	1.7970100000000002
3	3.52401e-05	5.95789e-05	67.13464	6.61769	52.783393000000004
4	5.95789e-05	9.54975e-05	116.59148000000002	27.2944	104.22184999999999
5	9.54975e-05	0.000148505	198.9534	84.0542	168.2926
6	0.000148505	0.000226732	342.1826000000001	160.976	245.9156
7	0.000226732	0.000342178	446.3726000000001	239.5	296.8924
8	0.000342178	0.00051255	444.27919999999983	279.966	313.664
9	0.00051255	0.00076398	399.41630000000004	294.943	306.98
10	0.00076398	0.00113503	356.74480000000005	311.371	300.75520000000006
11	0.00113503	0.00168262	332.5524	338.247	307.76370000000003
12	0.00168262	0.00249074	336.674	379.593	335.4373999999999
13	0.00249074	0.00368335	398.67440000000005	451.224	397.2415
14	0.00368335	0.00544336	524.1768000000001	554.694	532.8896
15	0.00544336	0.00804073	675.5745	649.636	665.2471
16	0.00804073	0.0118739	784.0253999999999	724.718	788.977
17	0.0118739	0.0175307	825.6717999999997	819.768	985.6564
18	0.0175307	0.0258789	728.7726000000002	85694.9	865.0595000000003
19	0.0258789	inf	717.688	85694.9	776.525
